Team_Abbr,query_year,query_month,G,GS,SV,IP,H,R,ER,BB,SO,HR,HBP,AB,IBB,GDP,ERA,SO9,BB9
CLE,2024,4,114.0,0.0,10.0,110.33,79.0,35.0,30.0,38.0,130.0,5.0,10.0,391.0,2.0,6.0,2.4472038430164056,10.604549986404423,3.099791534487447
COL,2024,4,86.0,1.0,3.0,109.32,127.0,77.0,71.0,53.0,87.0,11.0,4.0,429.0,1.0,12.0,5.845225027442371,7.162458836443469,4.363336992316136
DET,2024,4,90.0,0.0,10.0,106.33,77.0,42.0,34.0,40.0,96.0,11.0,8.0,385.0,0.0,8.0,2.877833160914135,8.125646571992853,3.3856860716636885
HOU,2024,4,102.0,0.0,2.0,112.01,108.0,70.0,61.0,51.0,113.0,14.0,8.0,428.0,1.0,11.0,4.901348093920186,9.07954646906526,4.097848406392286
KCR,2024,4,94.0,0.0,9.0,96.66,88.0,38.0,37.0,43.0,77.0,7.0,7.0,364.0,2.0,6.0,3.4450651769087526,7.1694599627560525,4.003724394785848
LAA,2024,4,93.0,0.0,7.0,108.0,103.0,74.0,68.0,51.0,99.0,16.0,8.0,405.0,3.0,13.0,5.666666666666667,8.25,4.25
LAD,2024,4,106.0,3.0,11.0,136.67000000000002,110.0,66.0,55.0,46.0,122.0,15.0,11.0,499.0,4.0,7.0,3.621862881393136,8.033950391453866,3.0291944098924413
MIA,2024,4,107.0,2.0,4.0,134.00000000000003,144.0,87.0,76.0,62.0,132.0,14.0,9.0,525.0,4.0,16.0,5.104477611940297,8.865671641791044,4.164179104477611
MIL,2024,4,101.0,3.0,10.0,132.67000000000002,113.0,56.0,52.0,53.0,120.0,15.0,4.0,491.0,5.0,14.0,3.527549559056305,8.140498982437627,3.5953870505766186
MIN,2024,4,92.0,0.0,9.0,105.99,80.0,34.0,30.0,38.0,127.0,12.0,7.0,388.0,3.0,3.0,2.5474101330314185,10.784036229833005,3.226719501839796
NYM,2024,4,103.0,0.0,8.0,120.34,83.0,55.0,41.0,53.0,152.0,7.0,11.0,430.0,2.0,4.0,3.066312115672262,11.367791258102045,3.9637693202592654
NYY,2024,4,93.0,0.0,13.0,108.33,78.0,41.0,32.0,43.0,90.0,7.0,8.0,391.0,1.0,6.0,2.6585433397950706,7.477153143173636,3.572417612849626
PHI,2024,4,92.0,0.0,9.0,92.34,97.0,61.0,57.0,40.0,101.0,11.0,2.0,360.0,1.0,5.0,5.555555555555555,9.844054580896685,3.898635477582846
PIT,2024,4,101.0,1.0,9.0,108.34,86.0,57.0,48.0,53.0,119.0,10.0,8.0,404.0,5.0,7.0,3.987446926342994,9.885545504892006,4.402805981170389
SDP,2024,4,113.0,0.0,10.0,124.33,116.0,62.0,56.0,39.0,111.0,12.0,9.0,466.0,2.0,11.0,4.053727981983431,8.035067964288586,2.8231319874527467
SEA,2024,4,89.0,0.0,8.0,91.34,64.0,31.0,26.0,31.0,95.0,8.0,8.0,328.0,2.0,7.0,2.561856798773812,9.360630610904314,3.0545215677687763
SFG,2024,4,93.0,1.0,5.0,104.01,104.0,63.0,60.0,40.0,97.0,13.0,10.0,401.0,0.0,11.0,5.19180847995385,8.393423709258725,3.461205653302567
STL,2024,4,95.0,2.0,11.0,114.99,105.0,58.0,53.0,43.0,123.0,16.0,2.0,434.0,3.0,15.0,4.148186798852074,9.626924080354815,3.365510044351683
TBR,2024,4,97.0,4.0,9.0,114.0,107.0,79.0,66.0,62.0,111.0,17.0,9.0,435.0,2.0,11.0,5.210526315789474,8.763157894736842,4.894736842105264
TEX,2024,4,86.0,0.0,6.0,100.64999999999999,83.0,48.0,45.0,41.0,98.0,12.0,5.0,379.0,4.0,5.0,4.023845007451565,8.763040238450076,3.666169895678093
TOR,2024,4,103.0,2.0,9.0,121.0,117.0,72.0,71.0,51.0,109.0,24.0,4.0,460.0,3.0,9.0,5.2809917355371905,8.107438016528926,3.793388429752066
WAS,2024,4,105.0,0.0,9.0,105.66,110.0,50.0,47.0,45.0,101.0,9.0,1.0,415.0,2.0,8.0,4.003407155025553,8.603066439522998,3.8330494037478706
ARI,2024,5,77.0,2.0,5.0,86.67,92.0,40.0,36.0,26.0,77.0,9.0,5.0,338.0,4.0,9.0,3.7383177570093458,7.995846313603322,2.699896157840083
ATH,2024,5,93.0,1.0,4.0,118.33,106.0,62.0,51.0,50.0,113.0,12.0,7.0,440.0,5.0,14.0,3.8789825065494803,8.59460829882532,3.8029240260289026
ATL,2024,5,80.0,2.0,8.0,97.67,97.0,43.0,39.0,35.0,96.0,9.0,7.0,381.0,4.0,5.0,3.593734002252483,8.846114467083034,3.2251458994573565
BAL,2024,5,84.0,2.0,10.0,88.67,60.0,35.0,32.0,42.0,74.0,7.0,3.0,310.0,1.0,7.0,3.247998195556558,7.510995827224541,4.262997631667982
BOS,2024,5,84.0,2.0,4.0,102.01,91.0,41.0,37.0,33.0,99.0,9.0,3.0,381.0,2.0,6.0,3.264385844525046,8.734437800215666,2.9114792667385547
CHC,2024,5,66.0,2.0,3.0,81.32,75.0,49.0,41.0,33.0,96.0,9.0,6.0,312.0,2.0,4.0,4.537629119527791,10.62469257255288,3.6522380718150522
CHW,2024,5,90.0,4.0,6.0,126.32,122.0,77.0,68.0,62.0,123.0,20.0,2.0,494.0,1.0,5.0,4.844838505383155,8.763457884737177,4.41735275490817
CIN,2024,5,93.0,3.0,6.0,105.66,93.0,50.0,46.0,34.0,106.0,11.0,5.0,392.0,3.0,8.0,3.9182282793867125,9.028960817717206,2.8960817717206133
CLE,2024,5,92.0,0.0,10.0,95.66,64.0,31.0,27.0,24.0,98.0,5.0,5.0,342.0,0.0,10.0,2.5402467070876025,9.220154714614258,2.257997072966757
COL,2024,5,81.0,3.0,9.0,98.32,111.0,71.0,66.0,60.0,82.0,14.0,3.0,385.0,3.0,17.0,6.041497152156225,7.506102522375915,5.492270138323841
DET,2024,5,77.0,0.0,4.0,88.33,95.0,62.0,57.0,33.0,80.0,9.0,3.0,346.0,1.0,8.0,5.807766330804936,8.151250990603419,3.3623910336239105
HOU,2024,5,78.0,0.0,7.0,90.66,65.0,25.0,22.0,34.0,89.0,8.0,7.0,323.0,0.0,11.0,2.183984116479153,8.83520847121112,3.3752481800132363
KCR,2024,5,85.0,0.0,8.0,80.67,94.0,55.0,51.0,36.0,63.0,8.0,4.0,324.0,1.0,6.0,5.689847526961696,7.028635180364447,4.016362960208255
LAA,2024,5,76.0,0.0,5.0,83.99000000000001,62.0,42.0,37.0,36.0,88.0,9.0,5.0,307.0,3.0,5.0,3.9647577092511006,9.429694011191808,3.8576020954875574
LAD,2024,5,73.0,1.0,6.0,86.66,58.0,25.0,23.0,29.0,82.0,10.0,3.0,304.0,2.0,4.0,2.3886452804061853,8.516039695361181,3.01177013616432
MIA,2024,5,87.0,0.0,5.0,98.68,81.0,42.0,39.0,30.0,82.0,8.0,9.0,366.0,2.0,9.0,3.556951763275233,7.478719092014592,2.736116740980948
MIL,2024,5,83.0,2.0,9.0,95.68,89.0,38.0,37.0,29.0,99.0,11.0,5.0,360.0,3.0,6.0,3.4803511705685617,9.312290969899664,2.7278428093645486
MIN,2024,5,86.0,0.0,11.0,88.33,80.0,54.0,48.0,36.0,79.0,8.0,6.0,331.0,2.0,6.0,4.890750594362052,8.049360353220877,3.668062945771539
NYM,2024,5,103.0,2.0,5.0,118.0,121.0,83.0,68.0,63.0,120.0,18.0,11.0,454.0,2.0,9.0,5.186440677966102,9.152542372881356,4.805084745762712
NYY,2024,5,75.0,0.0,8.0,77.66,63.0,31.0,29.0,31.0,79.0,8.0,7.0,286.0,0.0,7.0,3.3608035024465623,9.15529229976822,3.5925830543394284
PHI,2024,5,83.0,0.0,8.0,84.35000000000001,69.0,28.0,20.0,25.0,86.0,6.0,5.0,317.0,5.0,8.0,2.1339656194427974,9.17605216360403,2.6674570243034967
PIT,2024,5,81.0,0.0,6.0,90.34,86.0,60.0,50.0,48.0,98.0,10.0,6.0,347.0,1.0,1.0,4.981182200575604,9.763117113128182,4.781934912552579
SDP,2024,5,81.0,0.0,8.0,92.66,68.0,34.0,33.0,29.0,98.0,11.0,2.0,339.0,3.0,4.0,3.2052665659399957,9.518670407943018,2.8167494064321175
SEA,2024,5,102.0,0.0,8.0,100.34,84.0,50.0,49.0,35.0,98.0,10.0,5.0,368.0,2.0,5.0,4.3950568068566875,8.790113613713375,3.139326290611919
SFG,2024,5,115.0,3.0,5.0,137.32999999999998,118.0,61.0,51.0,51.0,156.0,13.0,5.0,523.0,5.0,6.0,3.3423141338382005,10.223549115269789,3.3423141338382005
STL,2024,5,82.0,3.0,9.0,97.66,104.0,52.0,49.0,29.0,83.0,12.0,5.0,380.0,0.0,4.0,4.515666598402622,7.648986278926889,2.6725373745648167
TBR,2024,5,103.0,2.0,8.0,106.99,89.0,42.0,33.0,42.0,98.0,11.0,8.0,393.0,7.0,8.0,2.7759603701280495,8.243761099168147,3.533040471072063
TEX,2024,5,82.0,0.0,4.0,97.66,91.0,67.0,64.0,62.0,99.0,11.0,5.0,365.0,6.0,10.0,5.898013516280975,9.123489657997133,5.713700593897195
TOR,2024,5,90.0,0.0,4.0,86.0,79.0,50.0,42.0,30.0,71.0,13.0,2.0,324.0,5.0,6.0,4.395348837209302,7.430232558139535,3.1395348837209305
WAS,2024,5,90.0,0.0,6.0,87.67,67.0,41.0,36.0,33.0,76.0,8.0,5.0,316.0,3.0,9.0,3.695676970457397,7.801984715410061,3.3877038895859473
ARI,2024,6,91.0,3.0,7.0,117.67,117.0,70.0,70.0,51.0,89.0,22.0,11.0,455.0,1.0,13.0,5.3539559785841755,6.807172601342738,3.900739355825614
ATH,2024,6,86.0,0.0,4.0,89.34,79.0,44.0,40.0,50.0,75.0,12.0,11.0,328.0,8.0,11.0,4.029550033579584,7.555406312961719,5.0369375419744795
ATL,2024,6,75.0,0.0,7.0,84.0,64.0,25.0,25.0,26.0,98.0,9.0,3.0,303.0,2.0,9.0,2.6785714285714284,10.5,2.7857142857142856
BAL,2024,6,91.0,0.0,8.0,97.64999999999999,76.0,41.0,35.0,33.0,98.0,7.0,5.0,364.0,1.0,3.0,3.225806451612904,9.03225806451613,3.0414746543778803
BOS,2024,6,77.0,2.0,9.0,95.34,83.0,39.0,36.0,26.0,89.0,11.0,3.0,363.0,2.0,4.0,3.398363750786658,8.401510383889239,2.4543738200125866
CHC,2024,6,73.0,1.0,8.0,81.66,62.0,39.0,38.0,47.0,95.0,13.0,1.0,296.0,1.0,5.0,4.1880969875091845,10.470242468772962,5.1800146950771495
CHW,2024,6,84.0,1.0,4.0,96.34,80.0,52.0,42.0,48.0,122.0,10.0,5.0,350.0,4.0,7.0,3.9236039028440937,11.397135146356653,4.484118746107535
CIN,2024,6,85.0,1.0,7.0,89.01,77.0,35.0,32.0,27.0,91.0,8.0,1.0,338.0,3.0,3.0,3.2355915065722947,9.201213346814964,2.730030333670374
CLE,2024,6,89.0,0.0,10.0,95.0,65.0,26.0,26.0,40.0,93.0,12.0,2.0,333.0,0.0,13.0,2.463157894736842,8.810526315789474,3.789473684210526
COL,2024,6,80.0,0.0,3.0,98.66,114.0,78.0,74.0,40.0,81.0,13.0,4.0,390.0,8.0,7.0,6.750456111899452,7.389012771133185,3.648895195621326
DET,2024,6,83.0,2.0,3.0,104.01,95.0,57.0,51.0,30.0,105.0,14.0,5.0,393.0,1.0,7.0,4.413037207960773,9.08566483991924,2.595904239976925
HOU,2024,6,82.0,1.0,8.0,88.67,76.0,40.0,37.0,34.0,89.0,12.0,3.0,336.0,1.0,4.0,3.7554979136122704,9.033494981391677,3.450998082778843
KCR,2024,6,90.0,1.0,4.0,82.33,74.0,47.0,38.0,33.0,71.0,8.0,1.0,309.0,1.0,7.0,4.1540143325640715,7.761447831896028,3.6074334993319566
LAA,2024,6,89.0,3.0,9.0,101.67,93.0,61.0,55.0,44.0,86.0,12.0,9.0,386.0,1.0,10.0,4.868692829743287,7.612865151962231,3.8949542637946295
LAD,2024,6,90.0,1.0,8.0,104.01,74.0,39.0,33.0,35.0,99.0,10.0,4.0,374.0,2.0,7.0,2.8554946639746177,8.566483991923853,3.028554946639746
MIA,2024,6,98.0,0.0,5.0,105.33,90.0,49.0,42.0,35.0,106.0,6.0,4.0,393.0,0.0,4.0,3.588721162062091,9.057248647109086,2.9906009683850754
MIL,2024,6,89.0,6.0,11.0,121.66,90.0,42.0,40.0,41.0,106.0,11.0,8.0,438.0,5.0,11.0,2.9590662502054905,7.84152556304455,3.0330429064606284
MIN,2024,6,87.0,0.0,5.0,87.0,69.0,40.0,33.0,35.0,85.0,8.0,5.0,319.0,1.0,4.0,3.413793103448276,8.793103448275863,3.6206896551724137
NYM,2024,6,79.0,0.0,6.0,88.67,74.0,43.0,36.0,30.0,91.0,8.0,4.0,329.0,1.0,5.0,3.653997970001128,9.236494868613963,3.044998308334273
NYY,2024,6,94.0,0.0,4.0,99.66,104.0,65.0,56.0,44.0,102.0,12.0,10.0,396.0,0.0,3.0,5.057194461167971,9.211318482841662,3.9735099337748347
PHI,2024,6,82.0,1.0,5.0,86.34,67.0,29.0,22.0,21.0,102.0,5.0,12.0,320.0,0.0,3.0,2.2932592077831826,10.63238359972203,2.189020152883947
PIT,2024,6,87.0,5.0,8.0,118.0,120.0,65.0,61.0,32.0,101.0,10.0,11.0,457.0,1.0,8.0,4.6525423728813555,7.703389830508475,2.440677966101695
SDP,2024,6,93.0,0.0,4.0,93.33,105.0,52.0,47.0,33.0,92.0,12.0,3.0,375.0,1.0,7.0,4.532304725168756,8.871745419479268,3.1822565091610415
SEA,2024,6,91.0,0.0,8.0,81.67,67.0,44.0,38.0,33.0,86.0,11.0,4.0,304.0,3.0,7.0,4.1875841802375415,9.477164197379699,3.6365862617852334
SFG,2024,6,111.0,9.0,5.0,142.32999999999998,147.0,81.0,73.0,51.0,136.0,16.0,5.0,544.0,1.0,15.0,4.616033162369142,8.599733014824704,3.224899880559264
STL,2024,6,95.0,2.0,13.0,111.99,87.0,41.0,34.0,40.0,100.0,10.0,1.0,407.0,1.0,8.0,2.7323868202518087,8.036431824270025,3.21457272970801
TBR,2024,6,93.0,0.0,9.0,96.66,79.0,47.0,45.0,29.0,96.0,13.0,6.0,361.0,1.0,5.0,4.189944134078212,8.93854748603352,2.7001862197392925
TEX,2024,6,70.0,1.0,4.0,91.34,70.0,39.0,37.0,44.0,105.0,12.0,5.0,329.0,3.0,9.0,3.6457192905627327,10.345960148894243,4.335449967155682
TOR,2024,6,96.0,3.0,5.0,105.01,103.0,61.0,55.0,29.0,91.0,18.0,3.0,407.0,3.0,10.0,4.7138367774497665,7.799257213598705,2.4854775735644226
WAS,2024,6,86.0,0.0,7.0,92.0,87.0,46.0,44.0,20.0,91.0,13.0,3.0,347.0,1.0,8.0,4.304347826086957,8.902173913043478,1.9565217391304348
ARI,2024,7,87.0,1.0,7.0,90.66,90.0,43.0,38.0,33.0,83.0,10.0,4.0,348.0,4.0,6.0,3.7723362011912642,8.239576439444077,3.2759761747187297
ATH,2024,7,81.0,2.0,4.0,90.34,76.0,41.0,41.0,35.0,102.0,9.0,8.0,338.0,2.0,4.0,4.084569404471995,10.161611689174231,3.4868275404029223
ATL,2024,7,70.0,1.0,3.0,91.64999999999999,70.0,33.0,26.0,24.0,103.0,9.0,5.0,331.0,3.0,5.0,2.5531914893617023,10.11456628477905,2.356792144026187
BAL,2024,7,75.0,0.0,6.0,88.34,84.0,52.0,49.0,28.0,98.0,12.0,6.0,342.0,1.0,4.0,4.992076069730587,9.984152139461173,2.8526148969889062
BOS,2024,7,74.0,1.0,6.0,83.0,97.0,75.0,59.0,43.0,75.0,16.0,4.0,331.0,10.0,2.0,6.397590361445783,8.132530120481928,4.662650602409639
CHC,2024,7,57.0,0.0,3.0,66.33,59.0,15.0,12.0,19.0,54.0,2.0,3.0,252.0,0.0,4.0,1.628222523744912,7.3270013568521035,2.578018995929444
CHW,2024,7,57.0,2.0,,78.34,100.0,63.0,59.0,41.0,67.0,17.0,4.0,325.0,2.0,5.0,6.778146540719938,7.697217258105693,4.71023742660199
CIN,2024,7,86.0,1.0,4.0,84.69000000000001,72.0,34.0,30.0,33.0,84.0,9.0,4.0,319.0,1.0,8.0,3.1880977683315614,8.926673751328373,3.506907545164718
CLE,2024,7,89.0,0.0,8.0,91.01,63.0,28.0,24.0,34.0,95.0,8.0,2.0,325.0,0.0,5.0,2.3733655642237115,9.394572025052192,3.362267882650258
COL,2024,7,57.0,1.0,4.0,78.67,91.0,55.0,49.0,32.0,69.0,13.0,7.0,318.0,0.0,3.0,5.605694673954493,7.893733316384899,3.660861827888649
DET,2024,7,92.0,9.0,6.0,128.32,130.0,71.0,68.0,50.0,115.0,18.0,9.0,494.0,8.0,5.0,4.769326683291771,8.065773067331671,3.5068578553615963
HOU,2024,7,83.0,2.0,9.0,89.67,74.0,38.0,36.0,39.0,101.0,13.0,3.0,328.0,0.0,9.0,3.6132485781197725,10.13716962194714,3.91435262629642
KCR,2024,7,61.0,0.0,5.0,61.34,65.0,32.0,30.0,20.0,58.0,8.0,3.0,242.0,1.0,3.0,4.4016954678839255,8.509944571242256,2.93446364525595
LAA,2024,7,74.0,3.0,3.0,94.01,77.0,45.0,42.0,44.0,80.0,15.0,8.0,342.0,4.0,8.0,4.0208488458674605,7.6587597064142106,4.212317838527816
LAD,2024,7,97.0,1.0,9.0,96.99,112.0,74.0,68.0,48.0,114.0,19.0,10.0,386.0,9.0,5.0,6.309928858645221,10.578410145375813,4.454067429631921
MIA,2024,7,75.0,0.0,6.0,85.67,68.0,34.0,30.0,32.0,106.0,6.0,3.0,318.0,5.0,4.0,3.151628341309676,11.135753472627524,3.3617368973969883
MIL,2024,7,87.0,3.0,5.0,104.67,98.0,53.0,48.0,40.0,99.0,21.0,3.0,400.0,3.0,8.0,4.12725709372313,8.512467755803955,3.4393809114359413
MIN,2024,7,77.0,1.0,5.0,74.33,66.0,48.0,42.0,26.0,73.0,7.0,7.0,281.0,2.0,3.0,5.085429839903135,8.838961388403067,3.1481232342257504
NYM,2024,7,91.0,0.0,11.0,104.36000000000001,81.0,48.0,44.0,40.0,134.0,19.0,9.0,383.0,2.0,11.0,3.7945573016481404,11.556151782292066,3.4495975469528553
NYY,2024,7,77.0,0.0,3.0,92.0,69.0,41.0,34.0,32.0,99.0,15.0,4.0,341.0,3.0,7.0,3.326086956521739,9.68478260869565,3.1304347826086953
PHI,2024,7,102.0,1.0,9.0,97.34,86.0,59.0,55.0,42.0,111.0,15.0,6.0,367.0,2.0,3.0,5.085268132319704,10.26299568522704,3.8832956646805012
PIT,2024,7,85.0,2.0,8.0,110.34,104.0,44.0,38.0,43.0,106.0,9.0,3.0,409.0,1.0,12.0,3.0995106035889073,8.64600326264274,3.507340946166395
SDP,2024,7,78.0,2.0,3.0,83.67,84.0,45.0,42.0,27.0,90.0,9.0,2.0,324.0,2.0,6.0,4.517748296880602,9.680889207601291,2.904266762280387
SEA,2024,7,82.0,0.0,5.0,74.64999999999999,60.0,39.0,33.0,33.0,85.0,11.0,5.0,273.0,3.0,6.0,3.978566644340255,10.247823174815807,3.978566644340255
SFG,2024,7,82.0,2.0,6.0,90.0,88.0,35.0,35.0,22.0,87.0,12.0,5.0,341.0,1.0,12.0,3.5,8.7,2.1999999999999997
STL,2024,7,79.0,1.0,4.0,94.33,91.0,49.0,43.0,29.0,71.0,10.0,4.0,355.0,2.0,11.0,4.1026184670836425,6.774090957277642,2.7668822219866427
TBR,2024,7,96.0,2.0,8.0,100.97999999999999,84.0,42.0,38.0,27.0,103.0,14.0,5.0,377.0,1.0,4.0,3.3868092691622107,9.180035650623887,2.4064171122994655
TEX,2024,7,70.0,1.0,9.0,90.68,82.0,44.0,44.0,31.0,93.0,14.0,6.0,339.0,4.0,4.0,4.3670048522276135,9.230260255844726,3.076753418614909
TOR,2024,7,93.0,1.0,7.0,98.33,100.0,67.0,64.0,52.0,90.0,19.0,7.0,384.0,4.0,5.0,5.8578256890064075,8.23756737516526,4.759483372317705
WAS,2024,7,99.0,0.0,7.0,106.35000000000001,123.0,69.0,60.0,39.0,87.0,15.0,4.0,432.0,1.0,9.0,5.077574047954865,7.362482369534555,3.3004231311706627
ARI,2024,8,90.0,0.0,9.0,90.0,80.0,39.0,35.0,29.0,100.0,6.0,5.0,336.0,7.0,6.0,3.5,10.0,2.9000000000000004
ATH,2024,8,84.0,2.0,9.0,92.68,82.0,53.0,49.0,40.0,102.0,10.0,8.0,348.0,1.0,6.0,4.758308157099697,9.905049633146309,3.8843331894691406
ATL,2024,8,88.0,3.0,8.0,114.32,121.0,63.0,61.0,37.0,128.0,13.0,7.0,451.0,1.0,11.0,4.802309307207837,10.076976906927923,2.9128761371588525
BAL,2024,8,94.0,0.0,8.0,92.34,75.0,48.0,46.0,34.0,99.0,16.0,5.0,340.0,2.0,5.0,4.483430799220272,9.649122807017545,3.313840155945419
BOS,2024,8,108.0,5.0,7.0,125.01,146.0,82.0,74.0,38.0,111.0,26.0,7.0,507.0,2.0,6.0,5.327573794096472,7.991360691144708,2.735781137508999
CHC,2024,8,77.0,0.0,5.0,84.0,70.0,37.0,35.0,35.0,100.0,9.0,6.0,310.0,0.0,6.0,3.75,10.714285714285714,3.75
CHW,2024,8,83.0,0.0,1.0,102.68,114.0,66.0,64.0,54.0,109.0,15.0,5.0,402.0,4.0,9.0,5.609661082976237,9.553954031943903,4.733151538761199
CIN,2024,8,103.0,5.0,4.0,124.64999999999999,119.0,72.0,68.0,39.0,131.0,23.0,4.0,478.0,3.0,13.0,4.909747292418773,9.458483754512637,2.8158844765342965
CLE,2024,8,109.0,1.0,7.0,111.66,90.0,51.0,48.0,43.0,107.0,11.0,7.0,405.0,6.0,8.0,3.8688876947877486,8.62439548629769,3.465878559914025
COL,2024,8,91.0,0.0,9.0,108.0,123.0,72.0,67.0,41.0,92.0,19.0,8.0,427.0,0.0,13.0,5.583333333333333,7.666666666666667,3.416666666666667
DET,2024,8,85.0,4.0,9.0,149.01,109.0,54.0,48.0,31.0,125.0,15.0,7.0,545.0,0.0,7.0,2.899134286289511,7.549828870545601,1.8723575598953093
HOU,2024,8,87.0,0.0,12.0,90.32000000000001,67.0,34.0,31.0,36.0,101.0,10.0,4.0,331.0,0.0,6.0,3.089016829052259,10.064216120460584,3.587245349867139
KCR,2024,8,87.0,0.0,8.0,91.0,94.0,53.0,50.0,32.0,78.0,9.0,4.0,353.0,7.0,5.0,4.945054945054945,7.7142857142857135,3.164835164835165
LAA,2024,8,71.0,0.0,4.0,79.66,52.0,32.0,28.0,47.0,77.0,9.0,6.0,273.0,3.0,11.0,3.163444639718805,8.699472759226714,5.310067788099422
LAD,2024,8,99.0,0.0,12.0,102.64,78.0,40.0,35.0,31.0,97.0,14.0,7.0,375.0,0.0,6.0,3.068978955572876,8.505455962587686,2.7182385035074046
MIA,2024,8,102.0,0.0,6.0,123.67,131.0,85.0,80.0,45.0,126.0,16.0,10.0,486.0,3.0,10.0,5.8219455001212905,9.169564162691032,3.2748443438182258
MIL,2024,8,82.0,0.0,10.0,91.67,75.0,35.0,34.0,28.0,98.0,9.0,2.0,340.0,4.0,3.0,3.3380604341660303,9.621468310243264,2.7489909457837896
MIN,2024,8,89.0,0.0,7.0,104.01,100.0,53.0,49.0,32.0,109.0,11.0,2.0,405.0,1.0,6.0,4.239976925295645,9.431785405249496,2.7689645226420536
NYM,2024,8,82.0,0.0,3.0,83.66,62.0,36.0,35.0,47.0,92.0,5.0,4.0,300.0,0.0,7.0,3.7652402581879034,9.897202964379632,5.056179775280899
NYY,2024,8,98.0,0.0,9.0,106.64999999999999,100.0,52.0,45.0,41.0,107.0,11.0,9.0,412.0,1.0,4.0,3.79746835443038,9.029535864978904,3.4599156118143464
PHI,2024,8,92.0,1.0,4.0,93.67,82.0,44.0,41.0,33.0,97.0,16.0,6.0,355.0,1.0,6.0,3.9393615885555673,9.319953026582684,3.170705668837408
PIT,2024,8,89.0,1.0,5.0,104.35000000000001,113.0,70.0,63.0,46.0,106.0,12.0,14.0,407.0,4.0,13.0,5.433636799233349,9.142309535218017,3.9674173454719686
SDP,2024,8,95.0,0.0,9.0,106.66,101.0,43.0,39.0,26.0,136.0,10.0,5.0,414.0,2.0,3.0,3.2908306769173072,11.475717232327021,2.193887117944872
SEA,2024,8,85.0,0.0,1.0,76.33,70.0,37.0,35.0,29.0,80.0,16.0,3.0,292.0,2.0,2.0,4.126817764967903,9.432726319926635,3.419363290973405
SFG,2024,8,90.0,0.0,8.0,100.66,86.0,39.0,33.0,43.0,107.0,7.0,5.0,374.0,1.0,13.0,2.950526524935426,9.566858732366383,3.8446254718855557
STL,2024,8,85.0,0.0,9.0,86.01,79.0,40.0,39.0,28.0,72.0,11.0,3.0,322.0,2.0,8.0,4.080920823160097,7.534007673526333,2.929891873038019
TBR,2024,8,93.0,5.0,8.0,125.67,98.0,45.0,39.0,37.0,124.0,15.0,4.0,460.0,2.0,6.0,2.793029362616376,8.880401050370017,2.649797087610408
TEX,2024,8,92.0,3.0,7.0,116.67,112.0,64.0,60.0,52.0,131.0,22.0,7.0,442.0,5.0,5.0,4.628439187451788,10.105425559269735,4.011313962458216
TOR,2024,8,81.0,1.0,9.0,82.67,63.0,35.0,31.0,30.0,79.0,12.0,5.0,302.0,4.0,11.0,3.3748639167775494,8.600459658884722,3.265997338816983
WAS,2024,8,98.0,0.0,6.0,100.67,92.0,41.0,32.0,32.0,87.0,9.0,4.0,382.0,1.0,11.0,2.860832422767458,7.777888149399027,2.860832422767458
ARI,2024,9,88.0,2.0,3.0,104.68,124.0,79.0,73.0,38.0,116.0,19.0,0.0,428.0,5.0,6.0,6.276270538784868,9.973251815055407,3.2670997325181506
ATH,2024,9,95.0,0.0,5.0,105.34,91.0,60.0,50.0,53.0,112.0,8.0,4.0,392.0,7.0,8.0,4.271881526485665,9.569014619327891,4.528194418074805
ATL,2024,9,88.0,3.0,6.0,98.35000000000001,74.0,41.0,35.0,35.0,130.0,12.0,1.0,363.0,3.0,3.0,3.202846975088968,11.896288764616166,3.202846975088968
BAL,2024,9,87.0,1.0,4.0,82.0,88.0,52.0,47.0,35.0,87.0,7.0,2.0,326.0,1.0,6.0,5.158536585365853,9.548780487804878,3.841463414634146
BOS,2024,9,96.0,0.0,6.0,91.66,86.0,46.0,41.0,39.0,86.0,10.0,4.0,345.0,2.0,10.0,4.025747327078333,8.444250490944796,3.829369408684268
CHC,2024,9,81.0,1.0,7.0,86.99,78.0,39.0,38.0,30.0,74.0,13.0,1.0,318.0,1.0,8.0,3.9314863777445685,7.65605241981837,3.1038050350615016
CHW,2024,9,91.0,2.0,3.0,108.0,97.0,55.0,45.0,62.0,115.0,11.0,4.0,405.0,4.0,9.0,3.75,9.583333333333334,5.166666666666667
CIN,2024,9,81.0,2.0,9.0,96.99,111.0,58.0,55.0,36.0,107.0,19.0,6.0,391.0,2.0,5.0,5.103618929786576,9.928858645221156,3.340550572223941
CLE,2024,9,94.0,1.0,8.0,104.68,70.0,23.0,15.0,25.0,112.0,8.0,6.0,370.0,1.0,9.0,1.2896446312571648,9.629346580053497,2.149407718761941
COL,2024,9,85.0,0.0,6.0,96.67,93.0,51.0,49.0,49.0,103.0,12.0,8.0,359.0,0.0,12.0,4.5619116582186825,9.589324506051515,4.5619116582186825
DET,2024,9,93.0,11.0,13.0,149.67999999999998,101.0,43.0,37.0,38.0,127.0,10.0,3.0,532.0,1.0,12.0,2.2247461250668095,7.636290753607697,2.284874398717264
HOU,2024,9,83.0,0.0,8.0,82.00999999999999,84.0,48.0,41.0,24.0,97.0,15.0,6.0,320.0,0.0,5.0,4.499451286428485,10.645043287403977,2.6338251432752107
