Team_Abbr,query_year,query_month,G,GS,SV,IP,H,R,ER,BB,SO,HR,HBP,AB,IBB,GDP,ERA,SO9,BB9
ATL,2017,9,93.0,0.0,4.0,89.98,88.0,51.0,44.0,40.0,92.0,8.0,6.0,343.0,5.0,9.0,4.400977995110024,9.202044898866415,4.000889086463658
BAL,2017,9,99.0,3.0,3.0,126.33,122.0,71.0,66.0,53.0,96.0,20.0,8.0,478.0,6.0,16.0,4.701971028259321,6.839230586559013,3.7758252196627877
BOS,2017,9,114.0,0.0,6.0,114.35000000000001,85.0,37.0,34.0,37.0,142.0,14.0,2.0,418.0,5.0,5.0,2.6759947529514645,11.176213379973763,2.912111937035417
CHC,2017,9,95.0,0.0,6.0,93.0,89.0,49.0,48.0,50.0,121.0,8.0,7.0,347.0,2.0,9.0,4.64516129032258,11.709677419354838,4.838709677419354
CHW,2017,9,95.0,4.0,6.0,104.01,104.0,72.0,68.0,47.0,81.0,22.0,8.0,401.0,3.0,6.0,5.884049610614364,7.008941447937698,4.066916642630516
CIN,2017,9,81.0,1.0,5.0,85.67,82.0,58.0,54.0,54.0,75.0,14.0,4.0,330.0,4.0,6.0,5.6729310143574185,7.879070853274192,5.6729310143574185
CLE,2017,9,94.0,0.0,10.0,80.64999999999999,74.0,23.0,23.0,17.0,89.0,6.0,1.0,305.0,0.0,14.0,2.566646001239926,9.931804091754497,1.8970861748295103
COL,2017,9,118.0,3.0,6.0,109.68,111.0,62.0,57.0,45.0,119.0,10.0,2.0,427.0,3.0,8.0,4.677242888402625,9.764770240700217,3.6925601750547044
DET,2017,9,129.0,9.0,3.0,154.00000000000003,221.0,135.0,132.0,72.0,112.0,29.0,9.0,655.0,5.0,16.0,7.714285714285713,6.545454545454545,4.207792207792207
HOU,2017,9,98.0,0.0,10.0,89.34,87.0,51.0,49.0,40.0,106.0,17.0,3.0,349.0,5.0,5.0,4.93619879113499,10.678307588985895,4.029550033579584
KCR,2017,9,105.0,0.0,11.0,106.0,102.0,58.0,53.0,51.0,88.0,14.0,6.0,404.0,3.0,11.0,4.5,7.471698113207547,4.330188679245283
LAA,2017,9,123.0,0.0,8.0,110.66,108.0,63.0,60.0,33.0,116.0,19.0,4.0,416.0,2.0,9.0,4.879812036869691,9.434303271281403,2.6838966202783303
LAD,2017,9,112.0,1.0,7.0,108.0,110.0,69.0,63.0,53.0,131.0,17.0,2.0,423.0,6.0,12.0,5.25,10.916666666666668,4.416666666666667
MIA,2017,9,108.0,1.0,4.0,116.35000000000001,134.0,78.0,72.0,62.0,100.0,18.0,5.0,457.0,8.0,16.0,5.569402664374731,7.735281478298238,4.795874516544907
MIL,2017,9,115.0,3.0,8.0,114.66,87.0,48.0,47.0,44.0,134.0,13.0,2.0,410.0,9.0,10.0,3.689167974882261,10.518053375196233,3.4536891679748822
MIN,2017,9,113.0,1.0,4.0,107.67,104.0,51.0,49.0,39.0,93.0,16.0,4.0,412.0,6.0,11.0,4.095848425745333,7.773753134577876,3.2599609919197547
NYM,2017,9,115.0,2.0,4.0,114.32,122.0,79.0,74.0,53.0,100.0,21.0,4.0,451.0,3.0,6.0,5.825752274317705,7.872638208537439,4.172498250524843
NYY,2017,9,86.0,0.0,6.0,91.68,56.0,28.0,28.0,40.0,124.0,5.0,4.0,319.0,0.0,5.0,2.7486910994764395,12.172774869109947,3.9267015706806276
PHI,2017,9,96.0,0.0,9.0,97.01,74.0,32.0,30.0,39.0,113.0,10.0,1.0,359.0,5.0,4.0,2.7832182249252653,10.483455313885166,3.618183692402845
PIT,2017,9,90.0,1.0,5.0,86.66,68.0,32.0,30.0,48.0,79.0,6.0,2.0,309.0,4.0,8.0,3.1156242787906763,8.204477267482114,4.984998846065082
SDP,2017,9,92.0,0.0,7.0,97.32,101.0,53.0,47.0,29.0,94.0,21.0,6.0,375.0,1.0,11.0,4.34648581997534,8.69297163995068,2.681874229346486
SEA,2017,9,96.0,3.0,4.0,96.0,92.0,47.0,43.0,31.0,95.0,14.0,1.0,366.0,3.0,8.0,4.03125,8.90625,2.90625
SFG,2017,9,95.0,1.0,2.0,89.34,80.0,49.0,48.0,38.0,80.0,11.0,1.0,342.0,7.0,4.0,4.835460040295501,8.059100067159168,3.828072531900604
STL,2017,9,106.0,2.0,6.0,112.33,97.0,41.0,39.0,36.0,110.0,14.0,5.0,410.0,4.0,16.0,3.124721801833882,8.813317902608386,2.884358586308199
TBR,2017,9,115.0,1.0,7.0,116.33000000000001,103.0,48.0,42.0,40.0,124.0,11.0,5.0,442.0,5.0,7.0,3.2493767729734375,9.593398091635862,3.094644545688988
TEX,2017,9,98.0,2.0,7.0,103.33,121.0,77.0,75.0,46.0,84.0,16.0,10.0,418.0,3.0,7.0,6.532468789315785,7.316365044033679,4.006580857447014
TOR,2017,9,108.0,0.0,6.0,109.68,90.0,41.0,39.0,28.0,107.0,16.0,3.0,410.0,2.0,9.0,3.2002188183807436,8.780087527352297,2.2975929978118157
WAS,2017,9,92.0,0.0,10.0,82.32,60.0,26.0,23.0,23.0,79.0,5.0,5.0,297.0,0.0,5.0,2.514577259475219,8.637026239067056,2.514577259475219
ARI,2018,4,90.0,0.0,11.0,96.33,68.0,25.0,21.0,31.0,90.0,6.0,2.0,342.0,5.0,12.0,1.9620056057303021,8.408595453129866,2.8962939894113986
ATH,2018,4,96.0,0.0,4.0,108.34,124.0,67.0,59.0,29.0,89.0,23.0,2.0,433.0,3.0,8.0,4.901236846963264,7.3933911759276345,2.4090825179988924
ATL,2018,4,103.0,0.0,4.0,101.99,79.0,51.0,46.0,70.0,108.0,5.0,7.0,367.0,9.0,9.0,4.059221492303167,9.530346112363958,6.177076183939602
BAL,2018,4,82.0,2.0,5.0,111.02000000000001,108.0,61.0,55.0,44.0,109.0,13.0,8.0,427.0,4.0,4.0,4.45865609800036,8.836245721491622,3.566924878400288
BOS,2018,4,84.0,3.0,9.0,112.67,97.0,41.0,41.0,39.0,117.0,9.0,4.0,418.0,0.0,9.0,3.2750510339930767,9.345877340907073,3.1152924469690246
CHC,2018,4,91.0,0.0,8.0,95.0,73.0,31.0,27.0,46.0,96.0,5.0,4.0,344.0,0.0,11.0,2.557894736842105,9.094736842105263,4.3578947368421055
CHW,2018,4,92.0,2.0,6.0,106.01,112.0,58.0,54.0,50.0,110.0,11.0,5.0,409.0,2.0,12.0,4.584473162909159,9.338741628148288,4.244882558249222
CIN,2018,4,98.0,1.0,3.0,110.99,111.0,69.0,64.0,56.0,103.0,15.0,7.0,427.0,7.0,5.0,5.189656725831156,8.352103793134516,4.540949635102262
CLE,2018,4,74.0,0.0,7.0,74.34,65.0,38.0,36.0,18.0,74.0,10.0,6.0,287.0,2.0,5.0,4.358353510895884,8.958837772397095,2.179176755447942
COL,2018,4,98.0,0.0,10.0,105.0,93.0,59.0,57.0,42.0,111.0,11.0,6.0,391.0,0.0,11.0,4.885714285714285,9.514285714285714,3.6
DET,2018,4,91.0,2.0,5.0,107.66,109.0,62.0,58.0,52.0,97.0,14.0,4.0,418.0,4.0,8.0,4.848597436373769,8.108861229797512,4.347018391231655
HOU,2018,4,84.0,0.0,6.0,81.66,63.0,26.0,25.0,22.0,90.0,7.0,2.0,302.0,1.0,6.0,2.7553269654665686,9.919177075679649,2.4246877296105804
KCR,2018,4,85.0,0.0,6.0,89.67,105.0,73.0,64.0,42.0,63.0,14.0,6.0,353.0,4.0,13.0,6.4235530277684845,6.323185011709602,4.215456674473067
LAA,2018,4,115.0,0.0,8.0,124.0,115.0,44.0,43.0,50.0,124.0,18.0,6.0,469.0,5.0,9.0,3.120967741935484,9.0,3.629032258064516
LAD,2018,4,97.0,1.0,4.0,96.33,92.0,48.0,45.0,45.0,111.0,14.0,2.0,373.0,3.0,7.0,4.204297726564933,10.370601058860167,4.204297726564933
MIA,2018,4,98.0,1.0,4.0,110.68,113.0,73.0,67.0,54.0,129.0,16.0,7.0,427.0,7.0,6.0,5.448138778460426,10.489700036140224,4.391037224430791
MIL,2018,4,99.0,1.0,8.0,114.99,83.0,37.0,32.0,42.0,139.0,6.0,4.0,409.0,6.0,15.0,2.5045656144012525,10.87920688755544,3.287242368901644
MIN,2018,4,88.0,0.0,3.0,90.33,109.0,63.0,58.0,39.0,94.0,17.0,5.0,371.0,6.0,7.0,5.778811026237131,9.365659249418798,3.8857522417801396
NYM,2018,4,90.0,0.0,10.0,94.33,73.0,36.0,35.0,42.0,104.0,9.0,5.0,344.0,3.0,7.0,3.3393406127425,9.922612106434855,4.007208735291
NYY,2018,4,88.0,0.0,6.0,104.32,85.0,52.0,43.0,45.0,145.0,11.0,1.0,391.0,1.0,5.0,3.7097392638036815,12.509585889570554,3.88228527607362
PHI,2018,4,102.0,0.0,6.0,100.35000000000001,79.0,39.0,36.0,45.0,103.0,8.0,7.0,369.0,7.0,10.0,3.2286995515695067,9.237668161434977,4.0358744394618835
PIT,2018,4,85.0,0.0,6.0,90.33,90.0,45.0,44.0,36.0,92.0,9.0,2.0,354.0,1.0,5.0,4.383925606110927,9.166389903686484,3.5868482231816676
SDP,2018,4,99.0,1.0,6.0,123.0,102.0,65.0,51.0,46.0,136.0,10.0,4.0,457.0,3.0,9.0,3.7317073170731705,9.951219512195122,3.3658536585365852
SEA,2018,4,88.0,0.0,11.0,96.0,77.0,42.0,41.0,32.0,109.0,13.0,12.0,358.0,1.0,5.0,3.84375,10.21875,3.0
SFG,2018,4,98.0,0.0,8.0,106.68,107.0,51.0,44.0,43.0,96.0,9.0,6.0,414.0,4.0,10.0,3.712035995500562,8.09898762654668,3.6276715410573677
STL,2018,4,96.0,0.0,7.0,92.33,92.0,40.0,37.0,45.0,88.0,9.0,7.0,351.0,5.0,12.0,3.6066283981371168,8.577927000974764,4.386439943680277
TBR,2018,4,87.0,4.0,6.0,116.0,119.0,71.0,63.0,48.0,107.0,13.0,9.0,454.0,4.0,10.0,4.887931034482759,8.301724137931034,3.7241379310344827
TEX,2018,4,103.0,0.0,8.0,101.0,105.0,58.0,52.0,43.0,93.0,10.0,6.0,393.0,2.0,11.0,4.633663366336634,8.287128712871288,3.8316831683168315
TOR,2018,4,96.0,0.0,8.0,90.67,84.0,24.0,23.0,28.0,93.0,10.0,3.0,343.0,0.0,7.0,2.2830043013124515,9.23127826182861,2.779309584206463
WAS,2018,4,100.0,2.0,8.0,102.0,95.0,65.0,60.0,45.0,112.0,16.0,6.0,382.0,7.0,7.0,5.294117647058823,9.882352941176471,3.9705882352941178
ARI,2018,5,92.0,0.0,4.0,87.33,71.0,30.0,30.0,30.0,71.0,10.0,4.0,317.0,2.0,8.0,3.091721058055651,7.317073170731707,3.091721058055651
ATH,2018,5,83.0,1.0,10.0,103.32,88.0,31.0,29.0,49.0,101.0,5.0,1.0,380.0,4.0,13.0,2.526132404181185,8.797909407665506,4.2682926829268295
ATL,2018,5,93.0,3.0,9.0,112.0,101.0,45.0,42.0,39.0,112.0,12.0,6.0,420.0,3.0,12.0,3.375,9.0,3.133928571428571
BAL,2018,5,73.0,0.0,6.0,93.67,99.0,47.0,45.0,51.0,81.0,6.0,3.0,363.0,3.0,16.0,4.323689548414647,7.782641187146365,4.900181488203266
BOS,2018,5,85.0,0.0,12.0,97.01,81.0,31.0,30.0,33.0,105.0,11.0,2.0,361.0,2.0,8.0,2.7832182249252653,9.74126378723843,3.061540047417792
CHC,2018,5,98.0,1.0,6.0,108.99,73.0,34.0,32.0,50.0,108.0,8.0,2.0,386.0,4.0,10.0,2.642444260941371,8.918249380677127,4.128819157720892
CHW,2018,5,84.0,0.0,5.0,86.99,90.0,44.0,36.0,34.0,86.0,10.0,3.0,344.0,1.0,6.0,3.7245660420738016,8.897574433842971,3.5176457064030346
CIN,2018,5,97.0,0.0,9.0,113.66,100.0,40.0,37.0,43.0,110.0,10.0,3.0,422.0,5.0,15.0,2.9297906035544607,8.710188280837587,3.404891782509238
CLE,2018,5,91.0,2.0,4.0,85.33,106.0,76.0,73.0,37.0,81.0,23.0,6.0,356.0,3.0,7.0,7.699519512480956,8.543302472752842,3.9024961912574714
COL,2018,5,77.0,0.0,9.0,82.34,73.0,37.0,37.0,35.0,77.0,12.0,3.0,303.0,0.0,11.0,4.044206946805927,8.416322564974497,3.8256011658974978
DET,2018,5,103.0,3.0,9.0,117.01,116.0,57.0,51.0,39.0,108.0,11.0,3.0,443.0,4.0,14.0,3.922741646013161,8.306982309204342,2.9997436116571228
HOU,2018,5,81.0,0.0,7.0,73.33,67.0,26.0,26.0,17.0,84.0,7.0,0.0,278.0,0.0,2.0,3.191054138824492,10.309559525432974,2.086458475385245
KCR,2018,5,84.0,1.0,8.0,103.68,103.0,51.0,49.0,36.0,87.0,16.0,2.0,398.0,1.0,8.0,4.253472222222221,7.552083333333333,3.125
LAA,2018,5,89.0,0.0,4.0,91.34,95.0,51.0,47.0,40.0,93.0,8.0,4.0,354.0,5.0,10.0,4.63104882855266,9.163564703306326,3.941318151959711
LAD,2018,5,96.0,1.0,10.0,96.01,85.0,40.0,38.0,34.0,97.0,8.0,6.0,361.0,5.0,7.0,3.562128944901573,9.092802833038224,3.1871680033329857
MIA,2018,5,83.0,0.0,6.0,87.67,106.0,68.0,62.0,47.0,75.0,8.0,2.0,364.0,4.0,7.0,6.364777004676628,7.699327021786243,4.824911600319379
MIL,2018,5,83.0,0.0,9.0,96.67,74.0,30.0,27.0,41.0,104.0,13.0,0.0,345.0,3.0,7.0,2.5137064239164166,9.682424743974346,3.81710975483604
MIN,2018,5,92.0,0.0,8.0,95.66,84.0,30.0,29.0,25.0,94.0,12.0,6.0,352.0,4.0,9.0,2.728413129834832,8.8438218691198,2.352080284340372
NYM,2018,5,88.0,1.0,7.0,109.99,117.0,64.0,59.0,40.0,99.0,17.0,2.0,430.0,7.0,6.0,4.827711610146377,8.100736430584599,3.2730248204382217
NYY,2018,5,74.0,0.0,7.0,84.33,63.0,38.0,34.0,34.0,110.0,12.0,3.0,307.0,1.0,3.0,3.6286019210245466,11.739594450373534,3.6286019210245466
PHI,2018,5,83.0,0.0,8.0,79.99,80.0,38.0,36.0,31.0,82.0,9.0,3.0,307.0,4.0,9.0,4.050506313289161,9.226153269158644,3.487935991999
PIT,2018,5,84.0,0.0,6.0,91.68,96.0,49.0,44.0,32.0,101.0,9.0,5.0,366.0,5.0,5.0,4.319371727748691,9.914921465968586,3.141361256544503
SDP,2018,5,85.0,3.0,11.0,111.34,112.0,46.0,45.0,39.0,102.0,15.0,5.0,425.0,2.0,10.0,3.6375067361235853,8.245015268546794,3.152505837973774
SEA,2018,5,99.0,0.0,8.0,92.01,85.0,39.0,34.0,36.0,109.0,5.0,5.0,344.0,4.0,11.0,3.3257254646234102,10.661884577763287,3.5213563743071403
SFG,2018,5,93.0,0.0,4.0,98.66,100.0,58.0,53.0,37.0,93.0,11.0,3.0,385.0,2.0,8.0,4.834786134198256,8.483681329819582,3.375228055949726
STL,2018,5,91.0,0.0,6.0,87.35000000000001,89.0,53.0,52.0,31.0,77.0,13.0,1.0,341.0,4.0,6.0,5.3577561534058376,7.933600457927875,3.1940469376073266
TBR,2018,5,100.0,11.0,10.0,161.02999999999997,128.0,74.0,69.0,51.0,151.0,20.0,3.0,596.0,5.0,13.0,3.856424268769795,8.439421225858537,2.850400546482023
TEX,2018,5,86.0,0.0,6.0,95.67,87.0,44.0,35.0,30.0,84.0,10.0,6.0,364.0,1.0,6.0,3.292568203198495,7.902163687676388,2.8222013170272815
TOR,2018,5,94.0,0.0,6.0,99.67,108.0,62.0,55.0,50.0,92.0,13.0,5.0,388.0,0.0,10.0,4.966389083977124,8.307414467743554,4.514899167251931
WAS,2018,5,83.0,0.0,11.0,71.99,68.0,26.0,24.0,21.0,74.0,7.0,4.0,274.0,3.0,6.0,3.000416724545076,9.25128490068065,2.6253646339769414
ARI,2018,6,93.0,0.0,8.0,93.99,82.0,30.0,27.0,36.0,82.0,9.0,3.0,347.0,2.0,17.0,2.5853814235556976,7.851899138206193,3.4471752314075967
ATH,2018,6,84.0,0.0,11.0,94.0,66.0,33.0,32.0,36.0,102.0,14.0,4.0,341.0,2.0,9.0,3.0638297872340425,9.76595744680851,3.4468085106382977
ATL,2018,6,85.0,0.0,7.0,90.0,82.0,54.0,53.0,39.0,87.0,9.0,4.0,333.0,4.0,8.0,5.3,8.7,3.9000000000000004
BAL,2018,6,87.0,0.0,3.0,92.02000000000001,109.0,51.0,49.0,49.0,76.0,8.0,7.0,363.0,7.0,11.0,4.792436426863724,7.433166702890675,4.792436426863724
BOS,2018,6,72.0,1.0,6.0,81.67,61.0,29.0,28.0,37.0,85.0,6.0,2.0,300.0,1.0,5.0,3.085588343332925,9.366964613689237,4.07738459654708
CHC,2018,6,99.0,1.0,7.0,103.67,95.0,51.0,48.0,55.0,105.0,12.0,2.0,391.0,6.0,9.0,4.167068583003762,9.11546252532073,4.7747660846918105
CHW,2018,6,101.0,2.0,7.0,98.66,84.0,47.0,40.0,53.0,99.0,8.0,3.0,368.0,5.0,8.0,3.648895195621326,9.031015609162782,4.834786134198256
CIN,2018,6,82.0,0.0,9.0,91.68,84.0,44.0,38.0,37.0,72.0,8.0,4.0,341.0,4.0,7.0,3.730366492146597,7.0680628272251305,3.632198952879581
CLE,2018,6,77.0,0.0,7.0,69.32,52.0,29.0,26.0,18.0,67.0,11.0,2.0,256.0,4.0,3.0,3.375649163300635,8.698788228505483,2.336987882285055
COL,2018,6,88.0,0.0,7.0,83.33,103.0,84.0,72.0,52.0,77.0,12.0,7.0,338.0,5.0,9.0,7.7763110524420975,8.316332653306132,5.61622464898596
DET,2018,6,82.0,1.0,8.0,90.01,98.0,54.0,53.0,38.0,79.0,17.0,9.0,361.0,3.0,6.0,5.29941117653594,7.899122319742251,3.799577824686146
HOU,2018,6,75.0,0.0,6.0,81.33,53.0,18.0,16.0,20.0,111.0,5.0,7.0,284.0,2.0,8.0,1.7705643673921063,12.283290298782738,2.213205459240133
KCR,2018,6,65.0,0.0,3.0,72.34,73.0,46.0,44.0,40.0,55.0,10.0,2.0,272.0,4.0,11.0,5.474149847940282,6.842687309925353,4.976499861763893
LAA,2018,6,88.0,0.0,8.0,95.34,87.0,48.0,46.0,40.0,93.0,20.0,4.0,354.0,1.0,10.0,4.34235368156073,8.779106356198866,3.775959723096287
LAD,2018,6,102.0,2.0,10.0,106.01,100.0,53.0,44.0,39.0,92.0,12.0,6.0,403.0,5.0,7.0,3.735496651259315,7.810583907178567,3.311008395434393
MIA,2018,6,95.0,2.0,8.0,124.67,95.0,49.0,46.0,51.0,105.0,13.0,2.0,446.0,11.0,15.0,3.3207668244164594,7.580011229646265,3.681719740113901
MIL,2018,6,78.0,0.0,4.0,77.67,77.0,42.0,39.0,44.0,97.0,9.0,3.0,302.0,4.0,4.0,4.5191193511008105,11.239860950173812,5.098493626882966
MIN,2018,6,85.0,0.0,6.0,89.33,99.0,52.0,48.0,23.0,98.0,12.0,6.0,359.0,3.0,3.0,4.836001343333706,9.873502742639651,2.3172506436807345
NYM,2018,6,80.0,1.0,2.0,88.67,99.0,59.0,57.0,41.0,81.0,22.0,3.0,343.0,3.0,9.0,5.785496785835119,8.221495432502538,4.16149768805684
NYY,2018,6,75.0,0.0,11.0,85.67,48.0,15.0,13.0,29.0,114.0,5.0,4.0,298.0,0.0,0.0,1.3657056145675266,11.97618769697677,3.046574063266021
PHI,2018,6,94.0,0.0,9.0,91.67,103.0,60.0,59.0,25.0,104.0,19.0,5.0,371.0,2.0,4.0,5.7925166357587,10.210537798625504,2.454456201592669
PIT,2018,6,73.0,0.0,6.0,89.99,64.0,41.0,39.0,42.0,97.0,12.0,2.0,324.0,4.0,6.0,3.900433381486832,9.70107789754417,4.2004667185242806
SDP,2018,6,79.0,0.0,8.0,95.34,92.0,50.0,45.0,21.0,107.0,12.0,9.0,368.0,2.0,7.0,4.247954688483323,10.100692259282567,1.9823788546255505
SEA,2018,6,78.0,0.0,13.0,80.32,77.0,40.0,38.0,23.0,75.0,12.0,5.0,306.0,4.0,3.0,4.25796812749004,8.403884462151394,2.577191235059761
SFG,2018,6,93.0,0.0,8.0,96.66,66.0,29.0,25.0,31.0,93.0,3.0,1.0,335.0,4.0,10.0,2.327746741154562,8.659217877094973,2.8864059590316575
STL,2018,6,90.0,0.0,6.0,91.01,70.0,36.0,32.0,34.0,96.0,7.0,6.0,325.0,3.0,7.0,3.164487418964949,9.493462256894846,3.362267882650258
TBR,2018,6,81.0,4.0,8.0,134.35,121.0,53.0,49.0,42.0,112.0,12.0,2.0,505.0,4.0,10.0,3.2824711574246375,7.5027912169706,2.813546706363975
TEX,2018,6,70.0,2.0,10.0,92.33,87.0,39.0,37.0,26.0,86.0,9.0,1.0,353.0,4.0,9.0,3.6066283981371168,8.382974114588974,2.5343875230152713
TOR,2018,6,94.0,0.0,8.0,94.0,99.0,59.0,54.0,27.0,100.0,18.0,6.0,369.0,4.0,6.0,5.170212765957447,9.574468085106382,2.5851063829787235
WAS,2018,6,87.0,0.0,9.0,92.66,71.0,37.0,37.0,26.0,79.0,16.0,5.0,336.0,1.0,6.0,3.593783725447874,7.673213900280596,2.5253615368012086
ARI,2018,7,85.0,0.0,6.0,83.66,73.0,47.0,43.0,36.0,69.0,15.0,3.0,312.0,4.0,12.0,4.625866602916568,7.422902223284725,3.8728185512789866
ATH,2018,7,95.0,0.0,10.0,102.32,70.0,41.0,36.0,37.0,110.0,8.0,3.0,372.0,4.0,4.0,3.166536356528538,9.675527756059422,3.254495699765442
ATL,2018,7,69.0,0.0,4.0,73.01,67.0,36.0,35.0,28.0,74.0,11.0,1.0,280.0,4.0,7.0,4.314477468839884,9.122038076975755,3.4515819750719077
BAL,2018,7,74.0,1.0,1.0,79.66,80.0,45.0,37.0,32.0,75.0,11.0,6.0,305.0,1.0,11.0,4.180266131056992,8.473512427818228,3.6153653025357775
BOS,2018,7,88.0,1.0,9.0,91.34,84.0,38.0,38.0,38.0,99.0,10.0,3.0,350.0,0.0,6.0,3.7442522443617254,9.754762426100285,3.7442522443617254
CHC,2018,7,89.0,1.0,10.0,87.66,81.0,45.0,42.0,36.0,80.0,13.0,5.0,332.0,4.0,8.0,4.31211498973306,8.213552361396305,3.696098562628337
CHW,2018,7,71.0,0.0,,56.34,68.0,55.0,53.0,30.0,61.0,8.0,9.0,232.0,3.0,3.0,8.466453674121405,9.7444089456869,4.792332268370607
CIN,2018,7,82.0,0.0,8.0,86.68,101.0,56.0,49.0,32.0,76.0,16.0,1.0,351.0,3.0,7.0,5.087678818643286,7.891093677895707,3.3225657591139823
CLE,2018,7,70.0,0.0,7.0,62.67,67.0,33.0,33.0,21.0,56.0,14.0,4.0,240.0,2.0,10.0,4.739109621828627,8.0421254188607,3.015797032072762
COL,2018,7,66.0,0.0,10.0,63.98,62.0,29.0,26.0,26.0,67.0,5.0,0.0,241.0,2.0,10.0,3.6573929352922794,9.424820256330104,3.6573929352922794
DET,2018,7,73.0,2.0,5.0,83.67,79.0,36.0,36.0,23.0,62.0,6.0,0.0,319.0,2.0,3.0,3.872355683040516,6.669057009680889,2.4740050197203303
HOU,2018,7,75.0,0.0,7.0,72.34,65.0,42.0,42.0,19.0,86.0,14.0,3.0,276.0,0.0,4.0,5.2253248548520865,10.699474702792369,2.363837434337849
KCR,2018,7,72.0,1.0,5.0,80.68,107.0,61.0,61.0,41.0,62.0,12.0,1.0,332.0,6.0,11.0,6.804660386712939,6.916212196331185,4.573624194348041
LAA,2018,7,79.0,0.0,2.0,82.33,82.0,34.0,32.0,35.0,83.0,12.0,4.0,314.0,2.0,11.0,3.498117332685534,9.073241831653103,3.8260658326248027
LAD,2018,7,81.0,0.0,12.0,83.67,49.0,26.0,24.0,22.0,101.0,12.0,1.0,297.0,1.0,4.0,2.5815704553603442,10.864108999641449,2.3664395840803154
MIA,2018,7,86.0,0.0,4.0,95.33,103.0,69.0,66.0,52.0,81.0,9.0,9.0,369.0,7.0,10.0,6.23098709745096,7.647120528689815,4.909262561628029
MIL,2018,7,95.0,1.0,14.0,117.33,112.0,55.0,52.0,45.0,126.0,10.0,4.0,445.0,3.0,11.0,3.9887496803886475,9.665047302480184,3.451802608028637
MIN,2018,7,82.0,0.0,5.0,81.66,92.0,50.0,50.0,35.0,89.0,13.0,2.0,325.0,6.0,5.0,5.510653930933137,9.808963997060983,3.8574577516531967
NYM,2018,7,62.0,0.0,4.0,71.67,86.0,56.0,54.0,43.0,59.0,14.0,5.0,289.0,2.0,7.0,6.781079949769778,7.408957722896609,5.3997488488907495
NYY,2018,7,76.0,0.0,11.0,89.0,70.0,34.0,32.0,27.0,103.0,10.0,4.0,327.0,2.0,3.0,3.235955056179775,10.415730337078651,2.7303370786516856
PHI,2018,7,92.0,0.0,8.0,92.34,68.0,28.0,27.0,37.0,89.0,6.0,6.0,330.0,6.0,7.0,2.631578947368421,8.674463937621832,3.6062378167641325
PIT,2018,7,79.0,0.0,9.0,85.66,90.0,45.0,42.0,46.0,106.0,5.0,8.0,330.0,1.0,6.0,4.412794770021013,11.137053467195893,4.833060938594443
SDP,2018,7,93.0,0.0,3.0,114.32,100.0,47.0,43.0,30.0,122.0,10.0,10.0,428.0,4.0,9.0,3.385234429671099,9.604618614415674,2.3617914625612317
SEA,2018,7,79.0,1.0,9.0,85.01,92.0,45.0,42.0,24.0,85.0,9.0,6.0,339.0,5.0,2.0,4.446535701682155,8.998941301023407,2.540877543818374
SFG,2018,7,79.0,0.0,5.0,78.0,69.0,31.0,29.0,29.0,79.0,8.0,0.0,288.0,3.0,7.0,3.3461538461538463,9.115384615384615,3.3461538461538463
STL,2018,7,92.0,1.0,7.0,97.0,118.0,66.0,58.0,39.0,79.0,8.0,6.0,392.0,7.0,11.0,5.381443298969072,7.329896907216495,3.618556701030928
TBR,2018,7,99.0,5.0,8.0,150.00000000000003,157.0,102.0,93.0,72.0,137.0,19.0,10.0,586.0,9.0,9.0,5.579999999999999,8.219999999999999,4.319999999999999
TEX,2018,7,87.0,2.0,4.0,111.67,116.0,62.0,61.0,44.0,98.0,14.0,8.0,426.0,6.0,11.0,4.916271156084893,7.898271693382287,3.5461628011104143
TOR,2018,7,108.0,2.0,3.0,119.0,121.0,70.0,67.0,42.0,124.0,18.0,6.0,461.0,4.0,11.0,5.067226890756302,9.378151260504202,3.1764705882352944
WAS,2018,7,85.0,0.0,3.0,83.66,82.0,30.0,29.0,25.0,73.0,9.0,3.0,322.0,1.0,6.0,3.119770499641406,7.853215395649055,2.689457327277074
ARI,2018,8,86.0,0.0,6.0,68.66,61.0,29.0,25.0,29.0,73.0,5.0,3.0,260.0,7.0,6.0,3.2770171861345765,9.568890183512963,3.8013399359161086
ATH,2018,8,100.0,0.0,10.0,104.68,80.0,31.0,30.0,38.0,114.0,14.0,3.0,382.0,3.0,6.0,2.5792892625143296,9.801299197554451,3.2670997325181506
ATL,2018,8,89.0,0.0,8.0,94.99,95.0,41.0,34.0,35.0,102.0,7.0,4.0,363.0,6.0,6.0,3.221391725444784,9.664175176334352,3.316138540899042
BAL,2018,8,83.0,0.0,4.0,88.30999999999999,99.0,75.0,71.0,58.0,86.0,22.0,4.0,350.0,1.0,10.0,7.2358736269958115,8.764579322839996,5.910995357264183
BOS,2018,8,88.0,1.0,4.0,97.33,90.0,44.0,41.0,49.0,101.0,17.0,3.0,357.0,0.0,7.0,3.791225726908456,9.339360937018391,4.530977088256447
CHC,2018,8,97.0,1.0,8.0,96.33,87.0,41.0,38.0,36.0,81.0,9.0,4.0,362.0,3.0,7.0,3.550295857988166,7.56773590781688,3.3634381812519467
CHW,2018,8,81.0,0.0,6.0,77.35,71.0,41.0,38.0,35.0,91.0,12.0,0.0,297.0,2.0,3.0,4.421460892049128,10.588235294117647,4.0723981900452495
