#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
50,2023,Masataka Yoshida,BOS,140,580,15,71,72,8,0.059,0.14,0.156,0.316,0.289,0.338,0.445,0.339,0.325,110.0,-1.9,4.8,-18.5,0.6,,,0
51,2023,Endy Rodríguez,PIT,57,204,3,27,13,0,0.083,0.24,0.108,0.281,0.22,0.284,0.328,0.271,0.294,65.0,0.7,-8.3,7.5,0.6,,,1
52,2023,Alex Call,WSN,128,439,8,43,38,9,0.121,0.178,0.107,0.23,0.2,0.307,0.307,0.28,0.296,74.0,-0.6,-14.9,5.8,0.6,,,0
53,2023,Brenton Doyle,COL,126,431,10,48,48,22,0.051,0.35,0.14,0.295,0.203,0.25,0.343,0.257,0.258,45.0,3.2,-26.3,17.4,0.6,,,0
54,2023,Noelvi Marte,CIN,35,123,3,15,15,6,0.065,0.203,0.14,0.384,0.316,0.366,0.456,0.357,0.34,119.0,-0.2,2.7,-1.2,0.6,1.0,1.0,1
55,2023,Dominic Fletcher,ARI,28,102,2,10,14,0,0.069,0.216,0.14,0.377,0.301,0.35,0.441,0.34,0.263,112.0,-1.1,0.4,1.8,0.6,,,0
56,2023,Andruw Monasterio,MIL,92,315,3,38,27,7,0.089,0.21,0.089,0.326,0.259,0.33,0.348,0.302,0.308,88.0,-0.6,-5.4,0.0,0.5,,,0
57,2023,Gabriel Arias,CLE,122,345,10,36,26,3,0.081,0.328,0.143,0.29,0.21,0.275,0.352,0.276,0.304,73.0,0.5,-10.7,4.1,0.5,,,0
58,2023,Sean Bouchard,COL,21,43,4,11,7,0,0.093,0.326,0.368,0.381,0.316,0.372,0.684,0.432,0.372,162.0,-0.8,2.5,0.7,0.5,,,0
59,2023,Corey Julks,HOU,93,323,6,35,33,15,0.068,0.232,0.107,0.306,0.245,0.297,0.352,0.286,0.295,80.0,1.2,-6.5,-0.3,0.4,,,0
60,2023,René Pinto,TBR,39,105,6,10,16,0,0.019,0.324,0.204,0.317,0.252,0.267,0.456,0.306,0.329,97.0,-1.1,-1.5,1.8,0.4,,,0
61,2023,Enmanuel Valdez,BOS,49,149,6,17,19,5,0.054,0.248,0.187,0.323,0.266,0.311,0.453,0.328,0.305,102.0,0.6,1.0,-2.3,0.4,,,0
62,2023,Richie Palacios,STL,32,102,6,9,16,2,0.059,0.108,0.258,0.234,0.258,0.307,0.516,0.346,0.305,119.0,0.4,2.8,-2.5,0.4,,,0
63,2023,Blake Sabol,SFG,110,344,13,36,44,4,0.07,0.34,0.158,0.33,0.235,0.301,0.394,0.303,0.28,91.0,-0.2,-4.1,-3.8,0.4,,,0
64,2023,Forrest Wall,ATL,15,15,1,6,2,5,0.133,0.267,0.385,0.625,0.462,0.533,0.846,0.569,0.224,266.0,0.5,3.6,-0.4,0.4,,,0
65,2023,Nick Loftin,KCR,19,68,0,10,10,2,0.059,0.176,0.113,0.392,0.323,0.368,0.435,0.348,0.306,117.0,0.4,1.8,-0.7,0.3,,,0
66,2023,Austin Wells,NYY,19,75,4,8,13,0,0.04,0.187,0.257,0.226,0.229,0.257,0.486,0.309,0.373,95.0,0.3,-0.1,0.8,0.3,,,0
67,2023,Curtis Mead,TBR,24,92,1,12,5,0,0.076,0.228,0.096,0.328,0.253,0.326,0.349,0.302,0.273,94.0,0.0,-0.7,0.7,0.3,,,1
68,2023,Logan O'Hoppe,LAA,51,199,14,23,29,0,0.07,0.241,0.264,0.24,0.236,0.296,0.5,0.337,0.346,112.0,-1.6,1.4,-5.3,0.3,,,0
69,2023,Iván Herrera,STL,13,44,0,6,4,0,0.114,0.25,0.054,0.423,0.297,0.409,0.351,0.349,0.341,121.0,0.0,1.1,0.3,0.3,,,1
70,2023,Drew Millas,WSN,11,33,1,1,6,0,0.121,0.152,0.179,0.318,0.286,0.375,0.464,0.365,0.349,131.0,0.1,1.3,0.4,0.3,,,0
71,2023,Garrett Mitchell,MIL,19,73,3,10,7,1,0.096,0.356,0.2,0.351,0.246,0.315,0.446,0.326,0.286,103.0,-0.1,0.2,0.1,0.3,1.0,,0
72,2023,Jasson Domínguez,NYY,8,33,4,6,7,1,0.061,0.242,0.419,0.211,0.258,0.303,0.677,0.403,0.355,160.0,0.1,2.5,-0.8,0.3,1.0,,1
73,2023,Ronny Mauricio,NYM,26,108,2,11,9,7,0.065,0.287,0.099,0.338,0.248,0.296,0.347,0.284,0.287,79.0,1.4,-1.4,0.4,0.3,1.0,,1
74,2023,Jonny DeLuca,LAD,24,45,2,5,6,1,0.067,0.178,0.167,0.281,0.262,0.311,0.429,0.32,0.271,102.0,0.4,0.5,0.5,0.3,,,0
75,2023,Estevan Florial,NYY,19,71,0,5,8,3,0.099,0.282,0.082,0.333,0.23,0.324,0.311,0.288,0.306,80.0,0.7,-1.0,1.0,0.2,1.0,,0
76,2023,Eguy Rosario,SDP,11,37,2,6,6,0,0.027,0.324,0.25,0.318,0.25,0.27,0.5,0.322,0.249,105.0,0.2,0.4,0.7,0.2,,,0
77,2023,Michael Stefanic,LAA,25,71,0,5,6,0,0.113,0.113,0.065,0.333,0.29,0.38,0.355,0.332,0.298,109.0,-0.3,0.5,-0.7,0.2,,,0
78,2023,Connor Wong,BOS,126,403,9,55,36,8,0.055,0.333,0.151,0.341,0.235,0.288,0.385,0.292,0.274,78.0,-0.4,-11.2,-0.7,0.2,,,0
79,2023,Joshua Palacios,PIT,91,264,10,26,40,5,0.045,0.212,0.174,0.269,0.239,0.279,0.413,0.297,0.318,82.0,1.1,-4.9,-2.2,0.2,,,0
80,2023,Tyler Freeman,CLE,64,168,4,20,18,5,0.06,0.179,0.124,0.275,0.242,0.295,0.366,0.29,0.315,83.0,1.4,-2.1,-1.8,0.2,1.0,,0
81,2023,Tyler Fitzgerald,SFG,10,34,2,3,5,2,0.059,0.294,0.25,0.25,0.219,0.265,0.469,0.31,0.2,95.0,0.4,0.2,0.3,0.2,,,0
82,2023,Tristan Gray,TBR,2,5,1,1,1,0,0.0,0.0,0.6,0.25,0.4,0.4,1.0,0.577,0.679,285.0,0.0,1.1,0.4,0.2,,,0
83,2023,Grae Kessinger,HOU,26,45,1,3,1,0,0.111,0.267,0.125,0.259,0.2,0.289,0.325,0.275,0.299,73.0,-1.2,-2.6,2.6,0.2,,,0
84,2023,Drew Ellis,PHI,12,29,2,4,4,0,0.207,0.241,0.261,0.214,0.217,0.379,0.478,0.373,0.374,135.0,-0.5,0.8,-0.2,0.2,,,0
85,2023,Spencer Horwitz,TOR,15,44,1,5,7,0,0.091,0.273,0.128,0.346,0.256,0.341,0.385,0.322,0.296,105.0,-0.2,0.1,-0.2,0.1,,,0
86,2023,Weston Wilson,PHI,8,22,1,5,2,3,0.273,0.227,0.188,0.4,0.313,0.5,0.5,0.441,0.433,181.0,0.0,2.2,-1.6,0.1,,,0
87,2023,Marco Luciano,SFG,14,45,0,4,0,1,0.133,0.378,0.077,0.409,0.231,0.333,0.308,0.293,0.292,84.0,0.2,-0.7,0.4,0.1,1.0,1.0,1
88,2023,Liover Peguero,PIT,59,213,7,21,26,6,0.052,0.315,0.136,0.32,0.237,0.28,0.374,0.284,0.27,73.0,0.3,-6.8,0.7,0.1,,,0
89,2023,Jonathan Aranda,TBR,34,103,2,13,13,0,0.126,0.301,0.138,0.327,0.23,0.34,0.368,0.312,0.276,101.0,-0.2,-0.1,-2.3,0.1,,,0
90,2023,Xavier Edwards,MIA,30,84,0,12,3,5,0.036,0.167,0.038,0.359,0.295,0.329,0.333,0.295,0.264,81.0,0.9,-1.1,-0.7,0.1,1.0,,0
91,2023,Miles Mastrobuoni,CHC,61,149,1,24,5,13,0.087,0.215,0.06,0.31,0.241,0.308,0.301,0.275,0.299,73.0,1.7,-3.3,-0.8,0.1,,,0
92,2023,Heston Kjerstad,BAL,13,33,2,3,3,0,0.061,0.303,0.233,0.278,0.233,0.281,0.467,0.318,0.365,104.0,0.2,0.3,-0.6,0.1,1.0,,1
93,2023,Cody Thomas,OAK,19,46,1,1,2,0,0.087,0.37,0.143,0.375,0.238,0.304,0.381,0.3,0.209,93.0,-0.2,-0.6,-0.2,0.1,,,0
94,2023,Ceddanne Rafaela,BOS,28,89,2,11,5,3,0.045,0.315,0.145,0.333,0.241,0.281,0.386,0.287,0.238,74.0,0.1,-2.7,0.4,0.1,,,0
95,2023,Jeter Downs,WSN,6,9,0,4,1,2,0.444,0.111,0.0,0.5,0.4,0.667,0.4,0.505,0.525,225.0,0.4,1.8,-1.4,0.1,1.0,,1
96,2023,Zach Remillard,CHW,54,160,1,16,18,4,0.05,0.3,0.068,0.367,0.252,0.295,0.32,0.27,0.219,68.0,1.0,-5.2,0.4,0.1,,,0
97,2023,Junior Caminero,TBR,7,36,1,4,7,0,0.056,0.222,0.118,0.28,0.235,0.278,0.353,0.276,0.265,76.0,-0.1,-1.1,0.5,0.1,,,1
98,2023,Will Brennan,CLE,138,455,5,41,41,13,0.035,0.125,0.09,0.296,0.266,0.299,0.356,0.285,0.305,80.0,-1.3,-12.4,-2.7,0.1,,,0
99,2023,Dalton Guthrie,PHI,23,28,0,4,0,0,0.107,0.25,0.042,0.235,0.167,0.286,0.208,0.239,0.281,45.0,-0.2,-2.1,1.7,0.1,,,0
100,2023,Logan Porter,KCR,11,38,1,4,3,0,0.132,0.289,0.129,0.263,0.194,0.324,0.323,0.297,0.302,82.0,-1.2,-2.0,1.1,0.0,,,0
101,2023,Drew Maggi,PIT,3,6,0,1,1,0,0.0,0.167,0.167,0.4,0.333,0.333,0.5,0.354,0.409,121.0,0.0,0.1,0.0,0.0,,,0
102,2023,Conner Capel,OAK,32,86,0,6,3,5,0.14,0.291,0.068,0.396,0.26,0.372,0.329,0.322,0.302,108.0,-0.3,0.5,-3.1,0.0,,,0
103,2023,Kody Clemens,PHI,49,148,4,15,13,0,0.054,0.27,0.137,0.295,0.23,0.277,0.367,0.281,0.271,73.0,0.2,-4.7,-0.1,0.0,,,0
104,2023,Miguel Vargas,LAD,81,304,7,36,32,3,0.125,0.201,0.172,0.224,0.195,0.305,0.367,0.295,0.304,85.0,0.0,-5.7,-4.4,0.0,,,0
105,2023,José Fermín,STL,21,61,0,2,4,0,0.098,0.131,0.02,0.279,0.235,0.339,0.255,0.281,0.327,75.0,-0.7,-2.6,0.8,0.0,,,0
106,2023,Nolan Schanuel,LAA,29,132,1,19,6,0,0.152,0.144,0.055,0.326,0.275,0.402,0.33,0.336,0.35,112.0,-1.6,0.3,-4.7,0.0,,,0
109,2023,Alexander Canario,CHC,6,17,1,1,6,0,0.0,0.471,0.353,0.5,0.294,0.294,0.647,0.387,0.251,148.0,-0.8,0.2,-0.9,0.0,,,0
110,2023,Nathan Lukes,TOR,29,31,0,4,2,0,0.129,0.29,0.115,0.278,0.192,0.29,0.308,0.266,0.276,66.0,0.0,-1.3,0.2,0.0,,,0
111,2023,Buddy Kennedy,ARI,10,29,0,1,1,0,0.138,0.207,0.042,0.222,0.167,0.31,0.208,0.255,0.303,55.0,-0.1,-1.7,0.6,0.0,,,0
112,2023,Vinny Capra,PIT,9,21,0,3,1,0,0.095,0.238,0.056,0.231,0.167,0.25,0.222,0.22,0.23,30.0,0.0,-1.8,1.0,0.0,,,0
113,2023,Ben Rortvedt,NYY,32,79,2,6,4,0,0.139,0.241,0.103,0.128,0.118,0.241,0.221,0.219,0.266,33.0,-0.1,-6.4,3.6,0.0,,,0
114,2023,Jacob Amaya,MIA,4,9,0,1,2,1,0.0,0.111,0.0,0.25,0.222,0.222,0.222,0.196,0.274,14.0,0.2,-0.8,0.3,0.0,,,0
115,2023,Chris Okey,LAA,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.5,0.2,0.0,,,0
116,2023,Henry Ramos,CIN,23,86,0,9,5,2,0.128,0.244,0.068,0.34,0.243,0.349,0.311,0.303,0.297,82.0,-0.3,-2.2,-1.0,0.0,,,0
117,2023,Jonathan Ornelas,TEX,8,8,0,2,0,0,0.0,0.5,0.0,0.333,0.143,0.25,0.143,0.201,0.195,20.0,0.0,-0.8,0.2,0.0,,,0
118,2023,Chandler Seagle,SDP,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,-100.0,0.0,-0.3,-0.1,0.0,,,0
119,2023,Travis Blankenhorn,WSN,10,37,1,2,1,0,0.162,0.162,0.097,0.167,0.161,0.297,0.258,0.262,0.322,62.0,0.0,-1.8,0.1,0.0,,,0
120,2023,Jahmai Jones,MIL,7,11,0,2,3,1,0.091,0.455,0.1,0.4,0.2,0.273,0.3,0.257,0.243,57.0,0.2,-0.4,-0.4,0.0,1.0,,0
121,2023,Connor Kaiser,COL,3,4,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.34,-100.0,0.0,-1.1,0.5,0.0,,,0
122,2023,Mason McCoy,TOR,6,1,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.1,-0.2,-0.3,0.0,,,0
123,2023,Cal Stevenson,SFG,6,12,0,1,0,0,0.25,0.167,0.0,0.0,0.0,0.25,0.0,0.174,0.271,4.0,-0.1,-1.5,0.3,-0.1,,,0
124,2023,Caleb Hamilton,BOS,4,6,0,0,0,0,0.167,0.833,0.0,0.0,0.0,0.167,0.0,0.116,0.116,-45.0,0.0,-1.0,0.0,-0.1,,,0
125,2023,Bryce Johnson,SFG,30,48,1,7,3,3,0.083,0.313,0.093,0.214,0.163,0.229,0.256,0.218,0.234,33.0,1.0,-3.0,0.5,-0.1,,,0
126,2023,Samad Taylor,KCR,31,69,0,11,4,8,0.101,0.319,0.067,0.308,0.2,0.279,0.267,0.248,0.274,48.0,1.4,-2.9,-0.4,-0.1,,,0
127,2023,Juniel Querecuto,STL,9,21,0,2,0,0,0.048,0.286,0.05,0.143,0.1,0.143,0.15,0.134,0.219,-23.0,0.1,-3.1,1.5,-0.1,,,0
128,2023,Nick Gonzales,PIT,35,128,2,12,13,0,0.047,0.281,0.139,0.278,0.209,0.268,0.348,0.268,0.257,63.0,-0.4,-6.3,1.1,-0.1,1.0,,0
129,2023,Joey Ortiz,BAL,15,34,0,4,4,0,0.0,0.265,0.03,0.28,0.212,0.206,0.242,0.192,0.249,17.0,0.0,-3.4,1.3,-0.1,,,1
130,2023,David Fry,CLE,58,113,4,12,15,2,0.071,0.265,0.178,0.299,0.238,0.319,0.416,0.321,0.329,105.0,-0.1,0.5,-5.3,-0.1,,,0
131,2023,Dane Myers,MIA,22,70,1,9,9,1,0.029,0.271,0.09,0.354,0.269,0.286,0.358,0.278,0.308,69.0,0.1,-2.6,-0.8,-0.1,,,0
132,2023,Ji Hwan Bae,PIT,111,371,2,54,32,24,0.081,0.248,0.081,0.31,0.231,0.296,0.311,0.272,0.264,65.0,2.9,-13.1,-0.5,-0.1,,,0
133,2023,Tyler Cropley,KCR,2,7,0,0,1,0,0.0,0.286,0.0,0.2,0.167,0.143,0.167,0.126,0.176,-36.0,0.0,-1.2,-0.1,-0.1,,,0
134,2023,Livan Soto,LAA,4,12,0,2,0,0,0.25,0.167,0.0,0.286,0.222,0.417,0.222,0.321,0.351,102.0,-0.4,-0.4,-1.1,-0.1,,,0
135,2023,Cam Eden,TOR,5,6,0,1,0,0,0.0,0.333,0.0,0.25,0.167,0.167,0.167,0.147,0.263,-16.0,0.0,-0.8,-0.5,-0.1,,,0
136,2023,Michael Siani,2 Tms,8,6,0,1,0,1,0.167,0.167,0.0,0.0,0.0,0.167,0.0,0.116,0.262,-26.0,-0.4,-1.4,-0.1,-0.1,,,0
137,2023,Chadwick Tromp,ATL,6,16,0,1,1,0,0.0,0.438,0.063,0.222,0.125,0.125,0.188,0.133,0.151,-27.0,0.0,-2.5,0.6,-0.1,,,0
138,2023,Kevin Padlo,LAA,3,8,0,1,0,0,0.0,0.0,0.125,0.125,0.125,0.125,0.25,0.155,0.192,-13.0,0.0,-1.1,-0.6,-0.1,,,0
139,2023,Rylan Bannon,HOU,2,6,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.077,-100.0,0.0,-1.6,-0.1,-0.1,,,0
140,2023,Wade Meckler,SFG,20,64,0,6,4,0,0.094,0.391,0.018,0.419,0.232,0.328,0.25,0.273,0.265,70.0,0.3,-2.0,-1.6,-0.1,,,0
141,2023,César Salazar,HOU,13,19,0,1,0,0,0.053,0.316,0.0,0.167,0.111,0.158,0.111,0.13,0.169,-28.0,0.0,-2.9,0.8,-0.1,,,0
142,2023,Braden Shewmake,ATL,2,4,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.127,-100.0,0.0,-1.1,-0.6,-0.2,,,0
143,2023,Peyton Burdick,MIA,14,37,1,4,2,1,0.081,0.486,0.152,0.357,0.182,0.27,0.333,0.269,0.257,63.0,0.3,-1.4,-1.4,-0.2,,,0
144,2023,Jared Young,CHC,16,47,2,8,8,2,0.064,0.277,0.279,0.214,0.186,0.255,0.465,0.302,0.277,90.0,0.4,-0.2,-3.0,-0.2,,,0
145,2023,Heliot Ramos,SFG,25,60,1,5,2,0,0.067,0.333,0.125,0.257,0.179,0.233,0.304,0.236,0.259,46.0,-0.1,-4.1,0.4,-0.2,1.0,,0
146,2023,Taylor Kohlwey,SDP,5,13,0,0,0,0,0.0,0.385,0.0,0.25,0.154,0.154,0.154,0.136,0.104,-20.0,0.0,-1.9,-0.2,-0.2,,,0
147,2023,Ryan Kreidler,DET,11,18,0,2,0,0,0.0,0.389,0.0,0.182,0.111,0.111,0.111,0.098,0.092,-50.0,0.2,-3.1,0.7,-0.2,,,0
148,2023,Brice Turang,MIL,137,448,6,46,34,26,0.085,0.21,0.082,0.268,0.218,0.285,0.3,0.262,0.274,61.0,2.9,-18.9,1.9,-0.2,1.0,,0
149,2023,Josh Lester,BAL,11,23,0,0,4,0,0.043,0.304,0.0,0.267,0.182,0.217,0.182,0.184,0.216,11.0,-0.1,-2.5,-0.1,-0.2,,,0
150,2023,Osleivis Basabe,TBR,31,94,1,15,12,0,0.064,0.266,0.092,0.295,0.218,0.277,0.31,0.262,0.258,66.0,0.5,-3.4,-1.7,-0.2,,,0
151,2023,José Tena,CLE,18,34,0,2,3,0,0.088,0.382,0.065,0.389,0.226,0.294,0.29,0.264,0.238,65.0,-0.2,-1.6,-1.4,-0.2,,,0
152,2023,Carlos Pérez,CHW,27,53,1,5,3,0,0.075,0.208,0.143,0.243,0.204,0.264,0.347,0.267,0.25,66.0,-0.2,-2.4,-1.3,-0.2,,,0
153,2023,Jordan Lawlar,ARI,14,34,0,2,0,1,0.059,0.324,0.0,0.2,0.129,0.206,0.129,0.166,0.189,-5.0,-0.3,-4.7,1.7,-0.2,,,1
154,2023,Lawrence Butler,OAK,42,129,4,10,10,0,0.031,0.271,0.13,0.259,0.211,0.24,0.341,0.251,0.293,59.0,-0.3,-6.6,0.3,-0.2,,,0
155,2023,Andre Lipcius,DET,13,38,1,3,4,0,0.079,0.211,0.114,0.346,0.286,0.342,0.4,0.326,0.298,108.0,0.0,0.3,-3.6,-0.2,,,0
156,2023,Brian O'Keefe,SEA,8,21,0,0,2,0,0.095,0.333,0.105,0.167,0.105,0.19,0.211,0.185,0.198,15.0,-0.2,-2.3,-0.4,-0.2,,,0
157,2023,Pete Crow-Armstrong,CHC,13,19,0,3,1,2,0.158,0.368,0.0,0.0,0.0,0.176,0.0,0.123,0.253,-30.0,-0.3,-3.3,0.6,-0.2,,,1
158,2023,Trey Cabbage,LAA,22,56,1,5,7,1,0.036,0.464,0.113,0.37,0.208,0.232,0.321,0.238,0.179,44.0,-0.1,-3.9,-0.3,-0.2,,,0
159,2023,David Hamilton,BOS,15,39,0,2,0,2,0.154,0.256,0.061,0.174,0.121,0.256,0.182,0.216,0.227,25.0,-0.1,-3.6,-0.1,-0.2,,,0
160,2023,Bligh Madris,HOU,12,30,0,4,0,0,0.133,0.233,0.038,0.211,0.154,0.267,0.192,0.222,0.276,37.0,-0.1,-2.4,-1.3,-0.3,,,0
161,2023,Terrin Vavra,BAL,27,56,0,9,5,1,0.089,0.214,0.0,0.324,0.245,0.315,0.245,0.261,0.308,64.0,-0.1,-2.6,-2.0,-0.3,,,0
162,2023,Irving Lopez,STL,5,12,0,0,1,0,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.091,-100.0,0.0,-3.2,-0.1,-0.3,,,0
163,2023,J.P. Martínez,TEX,17,44,1,7,4,0,0.045,0.364,0.1,0.32,0.225,0.25,0.325,0.246,0.23,51.0,0.4,-2.2,-2.4,-0.3,,,0
164,2023,Kyren Paris,LAA,15,46,0,4,1,3,0.087,0.37,0.0,0.174,0.1,0.2,0.1,0.156,0.237,-13.0,0.1,-6.1,1.3,-0.3,,,0
165,2023,Hunter Goodman,COL,23,77,1,6,17,1,0.065,0.312,0.186,0.277,0.2,0.247,0.386,0.266,0.263,50.0,0.5,-4.2,-1.7,-0.3,,,0
166,2023,Blake Rutherford,WSN,16,36,0,4,2,0,0.028,0.278,0.0,0.24,0.171,0.194,0.171,0.166,0.17,-3.0,0.0,-4.6,0.0,-0.3,1.0,,1
167,2023,Alika Williams,PIT,46,112,0,7,6,0,0.08,0.313,0.05,0.303,0.198,0.27,0.248,0.238,0.244,43.0,-0.4,-8.4,1.1,-0.3,,,0
168,2023,Coco Montes,COL,18,41,1,3,3,0,0.049,0.293,0.132,0.24,0.184,0.244,0.316,0.247,0.203,38.0,-0.1,-3.2,-1.8,-0.4,,,0
169,2023,Colton Cowser,BAL,26,77,0,15,4,1,0.169,0.286,0.033,0.175,0.115,0.286,0.148,0.226,0.301,40.0,0.6,-4.9,-1.3,-0.4,,,1
170,2023,Luken Baker,STL,33,99,2,9,10,0,0.131,0.313,0.105,0.302,0.209,0.313,0.314,0.285,0.32,78.0,-1.5,-4.1,-3.0,-0.4,,,0
171,2023,Brayan Rocchio,CLE,23,86,0,9,8,0,0.047,0.314,0.074,0.364,0.247,0.279,0.321,0.263,0.204,64.0,-0.8,-4.5,-2.3,-0.4,,,1
172,2023,Jake Alu,WSN,51,175,2,14,16,5,0.057,0.24,0.063,0.291,0.226,0.282,0.289,0.256,0.283,58.0,-0.9,-10.1,0.3,-0.4,,,0
173,2023,Brett Wisely,SFG,51,131,2,10,8,2,0.069,0.305,0.092,0.241,0.175,0.231,0.267,0.222,0.238,36.0,-0.6,-11.0,2.7,-0.4,,,0
174,2023,Kyle Stowers,BAL,14,33,0,1,0,0,0.091,0.364,0.0,0.111,0.067,0.152,0.067,0.117,0.196,-36.0,0.0,-5.4,0.4,-0.4,,,0
175,2023,Dominic Canzone,2 Tms,59,182,6,23,21,1,0.044,0.176,0.179,0.237,0.22,0.258,0.399,0.282,0.326,80.0,-1.3,-5.6,-4.7,-0.4,,,0
176,2023,Oswald Peraza,NYY,52,191,2,15,14,4,0.068,0.262,0.081,0.256,0.191,0.267,0.272,0.246,0.281,51.0,-0.9,-12.1,1.4,-0.4,,,1
177,2023,Mark Mathias,2 Tms,27,72,0,6,6,3,0.139,0.208,0.032,0.298,0.226,0.333,0.258,0.278,0.287,70.0,-0.4,-3.0,-3.5,-0.4,,,0
178,2023,Luis Matos,SFG,76,253,2,24,14,3,0.079,0.13,0.092,0.285,0.25,0.319,0.342,0.295,0.304,85.0,-0.4,-5.0,-7.8,-0.4,,,1
179,2023,Canaan Smith-Njigba,PIT,15,37,0,3,5,1,0.108,0.432,0.094,0.235,0.125,0.216,0.219,0.199,0.239,16.0,-0.4,-4.2,-1.3,-0.4,,,0
180,2023,Brett Sullivan,SDP,33,86,1,7,6,0,0.047,0.221,0.074,0.258,0.21,0.244,0.284,0.232,0.249,45.0,0.2,-5.7,-1.9,-0.5,,,0
181,2023,Brett Baty,NYM,108,389,9,41,34,2,0.075,0.28,0.11,0.28,0.212,0.275,0.323,0.266,0.3,67.0,-0.6,-16.4,-1.5,-0.5,1.0,,1
182,2023,Jose Herrera,ARI,43,120,0,15,7,1,0.108,0.25,0.05,0.292,0.208,0.296,0.257,0.256,0.26,55.0,-1.2,-7.8,-1.5,-0.5,,,0
183,2023,TJ Hopkins,CIN,25,44,0,7,1,1,0.045,0.386,0.0,0.292,0.171,0.227,0.171,0.189,0.214,5.0,-0.2,-5.4,-1.4,-0.5,,,0
184,2023,Michael Busch,LAD,27,81,2,9,7,1,0.099,0.333,0.125,0.227,0.167,0.247,0.292,0.241,0.264,49.0,0.6,-4.5,-3.7,-0.5,,,1
185,2023,Casey Schmitt,SFG,90,277,5,28,30,2,0.047,0.235,0.119,0.253,0.206,0.255,0.324,0.254,0.282,58.0,-0.8,-15.3,0.1,-0.6,,,0
186,2023,Everson Pereira,NYY,27,103,0,6,10,4,0.078,0.388,0.043,0.264,0.151,0.233,0.194,0.202,0.27,21.0,0.5,-9.3,-0.1,-0.6,,,0
187,2023,Lenyn Sosa,CHW,52,173,6,12,14,0,0.029,0.231,0.146,0.227,0.201,0.224,0.348,0.241,0.29,48.0,-0.9,-11.7,-0.6,-0.6,,,0
188,2023,Alec Burleson,STL,107,347,8,34,36,3,0.066,0.13,0.146,0.261,0.244,0.3,0.39,0.3,0.337,88.0,-2.1,-7.1,-11.2,-0.6,,,0
189,2023,Matt Mervis,CHC,27,99,3,8,11,0,0.081,0.323,0.122,0.218,0.167,0.242,0.289,0.239,0.317,48.0,-1.3,-7.7,-2.1,-0.6,,,0
190,2023,Jordan Diaz,OAK,90,293,10,20,27,0,0.058,0.235,0.143,0.258,0.221,0.273,0.364,0.278,0.285,77.0,-1.3,-9.2,-8.0,-0.7,,,0
191,2023,Mark Vientos,NYM,65,233,9,19,22,1,0.043,0.305,0.156,0.264,0.211,0.253,0.367,0.267,0.304,68.0,-1.2,-10.3,-5.2,-0.8,,,0
192,2023,David Hensley,HOU,30,94,1,12,3,1,0.106,0.372,0.048,0.188,0.119,0.213,0.167,0.184,0.249,10.0,0.2,-9.9,-1.2,-0.8,,,0
193,2023,Masyn Winn,STL,37,137,2,8,12,2,0.073,0.19,0.066,0.196,0.172,0.23,0.238,0.211,0.25,28.0,0.2,-12.0,-0.9,-0.8,,,1
194,2023,Jordyn Adams,LAA,17,40,0,1,1,1,0.0,0.4,0.0,0.208,0.128,0.125,0.128,0.11,0.175,-45.0,-0.7,-7.6,-2.2,-0.8,,,0
195,2023,Nate Eaton,KCR,28,56,0,2,1,3,0.036,0.375,0.0,0.125,0.075,0.125,0.075,0.101,0.2,-54.0,0.5,-9.8,-1.0,-0.9,,,0
196,2023,Korey Lee,CHW,24,70,1,4,3,0,0.071,0.286,0.062,0.091,0.077,0.143,0.138,0.134,0.238,-27.0,-0.9,-11.5,0.2,-0.9,,,0
197,2023,Henry Davis,PIT,62,255,7,27,24,3,0.098,0.271,0.138,0.273,0.213,0.302,0.351,0.287,0.291,76.0,-2.7,-10.4,-7.6,-0.9,,,1
198,2023,Tyler Soderstrom,OAK,45,138,3,9,7,0,0.08,0.312,0.08,0.213,0.16,0.232,0.24,0.216,0.276,34.0,-0.3,-11.2,-3.4,-1.0,,,1
199,2023,Oscar Colás,CHW,75,263,5,32,19,4,0.046,0.27,0.098,0.281,0.216,0.257,0.314,0.249,0.264,53.0,-0.5,-15.3,-4.0,-1.0,,,0
200,2023,Michael Toglia,COL,45,152,4,18,9,1,0.066,0.329,0.121,0.218,0.163,0.224,0.284,0.225,0.255,24.0,-0.6,-15.0,-1.5,-1.1,,,0
1,2024,Jackson Merrill,SDP,156,593,24,77,90,16,0.049,0.17,0.208,0.318,0.292,0.326,0.5,0.352,0.376,130.0,3.7,25.0,6.5,5.3,,,1
