#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
104,2019,Anthony Alford,TOR,16,30,1,3,1,2,0.033,0.367,0.107,0.25,0.179,0.233,0.286,0.228,0.22,37.0,0.9,-1.5,0.1,0.0,1.0,,1
105,2019,Dom Nuñez,COL,16,43,2,4,4,0,0.07,0.395,0.231,0.238,0.179,0.233,0.41,0.264,0.201,46.0,0.1,-3.0,1.2,0.0,,,0
106,2019,Nick Ciuffo,TBR,3,6,0,0,0,0,0.0,0.5,0.0,0.333,0.167,0.167,0.167,0.145,0.141,-15.0,0.0,-0.9,0.3,0.0,,,0
107,2019,Ian Miller,MIN,12,17,0,2,1,0,0.0,0.176,0.059,0.214,0.176,0.176,0.235,0.174,0.246,-1.0,0.0,-2.2,1.2,0.0,,,0
108,2019,Drew Jackson,BAL,3,4,0,0,0,0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.173,0.218,-3.0,0.0,-0.5,0.0,0.0,,,0
109,2019,Tres Barrera,WSN,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,-100.0,0.0,-0.6,0.0,0.0,,,0
110,2019,Wilkin Castillo,MIA,2,7,0,0,2,0,0.0,0.429,0.143,0.25,0.143,0.143,0.286,0.174,0.062,4.0,0.0,-0.9,0.2,0.0,,,0
111,2019,Mitch Walding,PHI,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.6,0.0,0.0,,,0
112,2019,Sam Haggerty,NYM,11,4,0,2,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.004,-100.0,0.4,-0.7,0.0,-0.1,,,0
113,2019,Garrett Stubbs,HOU,19,39,0,8,2,1,0.103,0.179,0.086,0.25,0.2,0.282,0.286,0.254,0.275,56.0,0.5,-1.7,-0.3,-0.1,,,0
114,2019,LaMonte Wade Jr.,MIN,26,69,2,10,5,0,0.159,0.13,0.179,0.2,0.196,0.348,0.375,0.32,0.36,98.0,-0.1,-0.3,-2.9,-0.1,,,0
115,2019,Steven Baron,PIT,7,10,0,0,1,0,0.0,0.6,0.1,0.5,0.2,0.2,0.3,0.209,0.128,24.0,0.0,-1.0,0.0,-0.1,,,0
116,2019,Luis Urías,SDP,71,249,4,27,24,0,0.1,0.225,0.102,0.284,0.223,0.329,0.326,0.294,0.307,82.0,-0.8,-6.6,-2.0,-0.1,1.0,,1
117,2019,Mark Zagunis,CHC,30,40,0,2,5,0,0.1,0.4,0.083,0.45,0.25,0.325,0.333,0.291,0.216,75.0,0.0,-1.3,-0.7,-0.1,,,0
118,2019,Ryan McBroom,KCR,23,83,0,8,6,0,0.084,0.301,0.067,0.44,0.293,0.361,0.36,0.318,0.325,95.0,-0.7,-1.2,-2.5,-0.1,,,0
119,2019,Tzu-Wei Lin,BOS,13,22,0,3,1,1,0.091,0.273,0.1,0.286,0.2,0.273,0.3,0.252,0.168,48.0,-0.2,-1.7,0.1,-0.1,,,0
120,2019,Zach Green,SFG,8,16,0,1,1,0,0.125,0.375,0.071,0.25,0.143,0.25,0.214,0.217,0.226,31.0,-0.1,-1.6,0.3,-0.1,,,0
121,2019,Abiatal Avelino,SFG,4,8,0,0,1,0,0.125,0.375,0.0,0.5,0.286,0.375,0.286,0.304,0.224,88.0,-0.8,-1.0,-0.1,-0.1,,,0
122,2019,Donovan Walton,SEA,7,19,0,2,2,0,0.158,0.263,0.0,0.273,0.188,0.316,0.188,0.246,0.265,53.0,-0.4,-1.6,-0.1,-0.1,,,0
123,2019,Jason Martin,PIT,20,40,0,5,2,2,0.1,0.25,0.056,0.346,0.25,0.325,0.306,0.282,0.354,72.0,0.4,-1.1,-1.2,-0.1,,,0
124,2019,Josh Rojas,ARI,41,157,2,17,16,4,0.115,0.261,0.094,0.295,0.217,0.312,0.312,0.279,0.32,67.0,-0.8,-7.5,1.5,-0.1,,,0
125,2019,Skye Bolt,OAK,5,11,0,1,0,0,0.091,0.273,0.1,0.143,0.1,0.182,0.2,0.173,0.311,3.0,0.0,-1.3,-0.3,-0.1,,,0
126,2019,Taylor Davis,CHC,7,20,1,2,4,0,0.1,0.2,0.167,0.154,0.167,0.25,0.333,0.253,0.342,51.0,-0.1,-1.4,-0.6,-0.1,,,0
127,2019,Jake Noll,WSN,8,13,0,1,2,0,0.077,0.308,0.083,0.25,0.167,0.231,0.25,0.214,0.202,24.0,0.1,-1.2,-0.6,-0.1,,,0
128,2019,Michael Reed,SFG,4,8,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.013,-100.0,0.0,-2.2,0.5,-0.1,,,0
129,2019,Jonathan Davis,TOR,37,95,2,8,6,3,0.053,0.253,0.084,0.224,0.181,0.266,0.265,0.24,0.305,45.0,0.9,-5.7,0.9,-0.1,,,0
130,2019,Seby Zavala,CHW,5,12,0,1,0,0,0.0,0.75,0.0,0.333,0.083,0.083,0.083,0.072,0.103,-68.0,0.0,-2.6,0.7,-0.1,,,0
131,2019,Deivy Grullón,PHI,4,9,0,0,1,0,0.0,0.222,0.111,0.143,0.111,0.111,0.222,0.135,0.172,-27.0,0.0,-1.5,-0.2,-0.1,,,0
132,2019,Dustin Peterson,DET,17,47,0,3,6,1,0.043,0.298,0.091,0.333,0.227,0.277,0.318,0.259,0.216,57.0,0.2,-2.3,-0.9,-0.1,,,0
133,2019,Juan Graterol,CIN,6,18,0,1,1,0,0.0,0.222,0.0,0.286,0.222,0.222,0.222,0.193,0.227,8.0,-0.2,-2.4,0.3,-0.2,,,0
134,2019,Willians Astudillo,MIN,58,204,4,28,21,0,0.025,0.039,0.111,0.258,0.268,0.299,0.379,0.288,0.319,77.0,-1.5,-7.6,-1.4,-0.2,,,0
135,2019,Harold Castro,DET,97,369,5,30,38,4,0.024,0.233,0.093,0.367,0.291,0.305,0.384,0.292,0.279,79.0,1.0,-8.8,-6.1,-0.2,,,0
136,2019,David Freitas,2 Tms,17,20,0,2,1,0,0.2,0.25,0.0,0.091,0.067,0.25,0.067,0.182,0.293,5.0,0.0,-2.5,0.2,-0.2,,,0
137,2019,Nick Dini,KCR,20,64,2,11,6,0,0.063,0.281,0.161,0.243,0.196,0.27,0.357,0.269,0.281,62.0,-0.2,-3.4,-0.7,-0.2,,,0
138,2019,Jack Mayfield,HOU,26,65,2,8,5,0,0.015,0.246,0.172,0.174,0.156,0.169,0.328,0.204,0.193,22.0,0.1,-6.3,2.2,-0.2,,,0
139,2019,Joshua Fuentes,COL,24,56,3,8,7,1,0.018,0.357,0.182,0.281,0.218,0.232,0.4,0.262,0.193,45.0,0.4,-3.7,0.2,-0.2,,,0
140,2019,Cole Tucker,PIT,56,159,2,16,13,0,0.063,0.252,0.15,0.276,0.211,0.266,0.361,0.264,0.283,60.0,1.1,-7.3,0.4,-0.2,,,0
141,2019,Willi Castro,DET,30,110,1,10,8,0,0.055,0.309,0.11,0.333,0.23,0.284,0.34,0.27,0.242,64.0,-0.3,-5.4,-0.4,-0.2,,,0
142,2019,Dawel Lugo,DET,77,288,6,28,26,0,0.028,0.205,0.136,0.288,0.245,0.271,0.381,0.272,0.287,66.0,-0.2,-12.9,0.6,-0.2,,,0
143,2019,Aramis Garcia,SFG,18,46,2,5,5,0,0.087,0.457,0.167,0.211,0.143,0.217,0.31,0.217,0.215,32.0,-0.1,-4.3,0.9,-0.2,,,0
144,2019,Josh Naylor,SDP,94,279,8,29,32,1,0.09,0.229,0.154,0.302,0.249,0.315,0.403,0.306,0.298,90.0,-0.8,-4.4,-6.5,-0.2,,,0
145,2019,Adrián Sanchez,WSN,28,32,0,3,1,0,0.031,0.313,0.0,0.333,0.226,0.25,0.226,0.212,0.196,23.0,0.0,-3.3,0.3,-0.2,,,0
146,2019,Anthony Bemboom,2 Tms,25,56,1,2,4,0,0.018,0.375,0.074,0.188,0.13,0.145,0.204,0.149,0.156,-18.0,0.2,-8.2,4.1,-0.2,,,0
147,2019,Andrew Knizner,STL,18,58,2,7,7,2,0.069,0.241,0.151,0.27,0.226,0.293,0.377,0.289,0.237,79.0,0.5,-1.1,-2.9,-0.2,,,0
148,2019,Rocky Gale,LAD,5,15,0,1,0,0,0.0,0.467,0.0,0.25,0.133,0.133,0.133,0.116,0.093,-35.0,0.0,-2.7,0.0,-0.2,,,0
149,2019,Jared Walsh,LAA,34,87,1,6,5,0,0.069,0.402,0.127,0.349,0.203,0.276,0.329,0.259,0.292,57.0,-0.1,-4.9,-0.5,-0.2,,,0
150,2019,Connor Joe,SFG,8,16,0,1,0,0,0.063,0.313,0.0,0.1,0.067,0.125,0.067,0.097,0.226,-47.0,0.2,-2.9,0.1,-0.2,,,0
151,2019,Raudy Read,WSN,6,11,0,0,0,0,0.0,0.455,0.0,0.167,0.091,0.091,0.091,0.079,0.143,-64.0,0.0,-2.4,-0.3,-0.2,,,0
152,2019,Eric Haase,CLE,10,17,1,1,3,0,0.059,0.471,0.188,0.0,0.063,0.118,0.25,0.155,0.225,-14.0,0.0,-2.5,-0.5,-0.2,,,0
153,2019,Garrett Hampson,COL,105,327,8,40,27,15,0.073,0.269,0.137,0.322,0.247,0.302,0.385,0.292,0.265,64.0,2.0,-13.4,0.6,-0.2,,,0
154,2019,Bobby Bradley,CLE,15,49,1,4,4,0,0.082,0.408,0.178,0.292,0.178,0.245,0.356,0.256,0.244,55.0,-0.1,-2.9,-1.3,-0.2,1.0,,0
155,2019,Andrew Velazquez,2 Tms,15,24,0,3,0,1,0.042,0.542,0.087,0.2,0.087,0.125,0.174,0.13,0.161,-28.0,0.3,-3.6,0.3,-0.2,,,0
156,2019,Matt Thaiss,LAA,53,164,8,17,23,0,0.104,0.317,0.211,0.264,0.211,0.293,0.422,0.303,0.283,86.0,-0.7,-3.6,-4.9,-0.2,,,0
157,2019,Alex Jackson,ATL,4,15,0,0,0,0,0.067,0.333,0.0,0.0,0.0,0.133,0.0,0.051,0.16,-83.0,0.0,-3.6,0.6,-0.3,,,0
158,2019,Charles Tilson,CHW,54,157,1,16,12,4,0.064,0.242,0.056,0.305,0.229,0.293,0.285,0.256,0.277,56.0,1.6,-7.4,-0.9,-0.3,,,0
159,2019,Patrick Wisdom,TEX,9,28,0,1,1,0,0.036,0.536,0.038,0.364,0.154,0.185,0.192,0.167,0.179,-14.0,-0.1,-4.2,0.4,-0.3,,,0
160,2019,Kean Wong,2 Tms,7,18,0,2,0,0,0.0,0.333,0.0,0.25,0.167,0.167,0.167,0.145,0.205,-12.0,-0.3,-3.0,-0.5,-0.3,,,0
161,2019,Nicky Lopez,KCR,103,402,2,44,30,1,0.045,0.127,0.084,0.273,0.24,0.276,0.325,0.26,0.242,56.0,2.0,-20.8,3.4,-0.3,,,0
162,2019,Wilfredo Tovar,LAA,31,88,0,5,5,0,0.057,0.17,0.06,0.235,0.193,0.239,0.253,0.217,0.26,28.0,-0.1,-8.1,2.0,-0.3,,,0
163,2019,Austin Allen,SDP,34,71,0,4,3,0,0.085,0.296,0.062,0.318,0.215,0.282,0.277,0.23,0.194,40.0,-0.1,-5.7,0.3,-0.3,,,0
164,2019,DJ Stewart,BAL,44,142,4,15,15,1,0.099,0.183,0.143,0.268,0.238,0.317,0.381,0.299,0.306,82.0,-0.5,-3.7,-5.2,-0.4,,,0
165,2019,Rowdy Tellez,TOR,111,409,21,49,54,1,0.071,0.284,0.222,0.267,0.227,0.293,0.449,0.308,0.335,91.0,-2.7,-7.2,-11.4,-0.4,,,0
166,2019,Jake Fraley,SEA,12,41,0,3,1,0,0.0,0.341,0.05,0.231,0.15,0.171,0.2,0.162,0.152,-4.0,0.0,-5.5,0.1,-0.4,,,0
167,2019,Sam Travis,BOS,59,157,6,17,16,2,0.07,0.229,0.167,0.243,0.215,0.274,0.382,0.273,0.285,62.0,-0.4,-8.0,-1.6,-0.4,,,0
168,2019,Austin Wynns,BAL,28,74,1,8,5,0,0.041,0.189,0.057,0.255,0.214,0.247,0.271,0.226,0.254,33.0,-0.1,-6.4,-0.2,-0.4,,,0
169,2019,Tomás Nido,NYM,50,144,4,9,14,0,0.049,0.257,0.125,0.232,0.191,0.231,0.316,0.227,0.239,41.0,-1.3,-12.5,3.9,-0.4,,,0
170,2019,Frank Schwindel,KCR,6,15,0,0,0,0,0.0,0.133,0.0,0.077,0.067,0.067,0.067,0.058,0.17,-81.0,0.0,-3.5,-1.2,-0.4,,,0
171,2019,Chris Shaw,SFG,16,20,0,0,0,0,0.1,0.4,0.0,0.1,0.056,0.15,0.056,0.113,0.187,-37.0,0.0,-3.6,-1.5,-0.4,,,0
172,2019,Zack Collins,CHW,27,102,3,10,12,0,0.137,0.382,0.163,0.295,0.186,0.307,0.349,0.285,0.32,76.0,-0.5,-3.7,-4.6,-0.4,1.0,,0
173,2019,Richie Martin,BAL,120,309,6,29,23,10,0.045,0.269,0.113,0.272,0.208,0.26,0.322,0.252,0.245,50.0,1.1,-18.6,2.6,-0.5,,,0
174,2019,Pablo Reyes,PIT,71,157,2,18,19,1,0.083,0.229,0.119,0.257,0.203,0.274,0.322,0.26,0.241,57.0,0.5,-8.4,-1.4,-0.5,,,0
175,2019,Kevin Kramer,PIT,22,50,0,5,5,0,0.12,0.34,0.024,0.259,0.167,0.26,0.19,0.212,0.253,26.0,-0.7,-5.7,-0.8,-0.5,,,0
176,2019,Billy McKinney,TOR,84,276,12,37,28,0,0.069,0.264,0.207,0.25,0.215,0.274,0.422,0.291,0.278,80.0,-0.2,-7.2,-7.9,-0.5,,,0
177,2019,Mike Gerber,SFG,12,26,0,0,0,0,0.077,0.577,0.042,0.111,0.042,0.115,0.083,0.1,0.158,-45.0,-0.7,-5.7,-0.4,-0.5,,,0
178,2019,Isaac Galloway,MIA,19,54,0,6,1,2,0.0,0.315,0.019,0.243,0.167,0.167,0.185,0.151,0.231,-11.0,0.4,-7.5,0.2,-0.5,,,0
179,2019,Eric Stamets,CLE,15,48,0,4,2,0,0.104,0.5,0.024,0.111,0.049,0.149,0.073,0.118,0.186,-39.0,-0.2,-8.7,1.3,-0.6,,,0
180,2019,Yonathan Daza,COL,44,105,0,7,3,1,0.067,0.2,0.031,0.26,0.206,0.257,0.237,0.221,0.23,18.0,0.4,-11.0,1.8,-0.6,,,0
181,2019,Marco Hernández,BOS,61,155,2,18,11,1,0.019,0.271,0.088,0.337,0.25,0.279,0.338,0.266,0.234,57.0,-0.9,-9.4,-2.2,-0.6,,,0
182,2019,Dwight Smith Jr.,BAL,101,392,13,46,53,5,0.066,0.209,0.171,0.274,0.241,0.297,0.412,0.299,0.29,83.0,1.0,-7.7,-12.6,-0.6,,,0
183,2019,Jaylin Davis,SFG,17,47,1,2,3,1,0.064,0.234,0.071,0.2,0.167,0.255,0.238,0.227,0.302,38.0,-0.7,-4.6,-3.3,-0.6,,,0
184,2019,Carter Kieboom,WSN,11,43,2,4,2,0,0.093,0.372,0.154,0.143,0.128,0.209,0.282,0.204,0.281,18.0,0.0,-4.7,-3.2,-0.6,1.0,,1
185,2019,Matt Skole,CHW,27,80,0,7,6,0,0.088,0.388,0.028,0.357,0.208,0.275,0.236,0.232,0.216,40.0,-0.2,-6.3,-3.1,-0.6,,,0
186,2019,Grayson Greiner,DET,58,224,5,18,19,0,0.058,0.313,0.106,0.276,0.202,0.251,0.308,0.242,0.253,45.0,-1.1,-16.7,1.7,-0.7,,,0
187,2019,Bubba Starling,KCR,56,197,4,26,12,2,0.046,0.284,0.102,0.286,0.215,0.255,0.317,0.247,0.243,47.0,0.3,-13.1,-1.1,-0.7,,,0
188,2019,Jake Rogers,DET,35,128,4,11,8,0,0.102,0.398,0.134,0.175,0.125,0.222,0.259,0.216,0.207,28.0,-0.3,-12.2,0.4,-0.7,,,0
189,2019,Travis Demeritte,DET,48,186,3,24,10,3,0.075,0.339,0.118,0.337,0.225,0.286,0.343,0.272,0.28,66.0,1.7,-6.5,-7.4,-0.7,,,0
190,2019,José Rondón,2 Tms,56,157,3,10,9,0,0.07,0.242,0.084,0.245,0.196,0.263,0.28,0.241,0.256,46.0,-0.5,-11.4,-1.5,-0.7,,,0
191,2019,Braden Bishop,SEA,27,60,0,3,4,0,0.05,0.35,0.0,0.171,0.107,0.153,0.107,0.124,0.176,-30.0,0.3,-9.6,0.1,-0.7,,,0
192,2019,Brendan Rodgers,COL,25,81,0,8,7,0,0.049,0.333,0.026,0.347,0.224,0.272,0.25,0.234,0.205,26.0,0.3,-7.5,-3.1,-0.8,1.0,1.0,1
193,2019,Stevie Wilkerson,BAL,119,361,10,41,35,3,0.061,0.299,0.158,0.3,0.225,0.286,0.383,0.286,0.253,73.0,-1.1,-13.5,-7.7,-0.8,,,0
194,2019,Corban Joseph,3 Tms,28,68,1,5,7,0,0.044,0.176,0.094,0.173,0.156,0.191,0.25,0.189,0.23,14.0,0.0,-7.7,-2.9,-0.8,,,0
195,2019,Humberto Arteaga,KCR,41,135,0,11,4,1,0.059,0.207,0.033,0.255,0.197,0.258,0.23,0.221,0.255,30.0,-0.2,-12.4,-1.1,-0.8,,,0
196,2019,Christin Stewart,DET,104,416,10,32,40,0,0.082,0.248,0.154,0.29,0.233,0.305,0.388,0.294,0.321,80.0,-2.0,-12.6,-11.1,-0.8,,,0
197,2019,Austin Dean,MIA,64,189,6,17,21,0,0.048,0.249,0.18,0.27,0.225,0.261,0.404,0.276,0.297,71.0,-0.5,-7.7,-7.1,-0.9,,,0
198,2019,Meibrys Viloria,KCR,42,148,1,7,15,0,0.068,0.297,0.075,0.293,0.211,0.259,0.286,0.236,0.213,40.0,-1.3,-12.7,-1.5,-0.9,,,0
199,2019,Isan Díaz,MIA,49,201,5,17,23,0,0.095,0.294,0.134,0.224,0.173,0.259,0.307,0.248,0.257,53.0,-2.8,-15.3,-5.8,-1.4,1.0,,0
1,2020,Kyle Lewis,SEA,58,242,11,37,28,5,0.14,0.293,0.175,0.341,0.262,0.364,0.437,0.349,0.344,127.0,1.0,9.1,2.8,2.0,1.0,,1
2,2020,Jake Cronenworth,SDP,54,192,4,26,20,3,0.094,0.156,0.192,0.324,0.285,0.354,0.477,0.356,0.393,126.0,1.4,7.9,4.6,1.9,,,0
3,2020,Ke'Bryan Hayes,PIT,24,95,5,17,11,1,0.095,0.211,0.306,0.45,0.376,0.442,0.682,0.464,0.362,194.0,0.6,12.0,3.2,1.9,1.0,1.0,1
4,2020,Sean Murphy,OAK,43,140,7,21,14,0,0.171,0.264,0.224,0.278,0.233,0.364,0.457,0.358,0.348,133.0,-0.2,5.5,5.5,1.6,1.0,,1
5,2020,Luis Robert Jr.,CHW,56,227,11,33,31,9,0.088,0.322,0.203,0.3,0.233,0.302,0.436,0.316,0.326,99.0,1.1,0.7,3.6,1.4,1.0,1.0,1
6,2020,Alec Bohm,PHI,44,180,4,24,23,1,0.089,0.2,0.144,0.41,0.338,0.4,0.481,0.381,0.357,138.0,-0.1,8.6,0.0,1.3,1.0,,0
7,2020,Andrés Giménez,NYM,49,132,3,22,12,8,0.053,0.212,0.136,0.318,0.263,0.333,0.398,0.321,0.303,105.0,2.2,3.1,5.8,1.2,1.0,,0
8,2020,Willi Castro,DET,36,140,6,21,24,0,0.05,0.271,0.202,0.448,0.349,0.381,0.55,0.393,0.364,154.0,-1.1,8.1,-1.9,1.2,,,0
9,2020,Luis Guillorme,NYM,30,68,0,6,9,2,0.147,0.25,0.105,0.463,0.333,0.426,0.439,0.381,0.317,145.0,0.3,4.2,2.9,0.9,,,0
10,2020,Mauricio Dubón,SFG,54,177,4,21,19,2,0.085,0.203,0.115,0.328,0.274,0.337,0.389,0.318,0.319,99.0,-0.8,-1.0,2.8,0.8,,,0
11,2020,Ryan Mountcastle,BAL,35,140,5,12,23,0,0.079,0.214,0.159,0.398,0.333,0.386,0.492,0.377,0.328,139.0,-0.4,6.3,-2.4,0.8,1.0,,0
12,2020,Randy Arozarena,TBR,23,76,7,15,11,4,0.079,0.289,0.359,0.306,0.281,0.382,0.641,0.422,0.369,177.0,0.6,7.9,-2.3,0.7,1.0,,1
13,2020,Bobby Dalbec,BOS,23,92,8,13,16,0,0.109,0.424,0.338,0.394,0.263,0.359,0.6,0.4,0.351,151.0,-0.1,5.7,-0.8,0.7,1.0,,0
14,2020,Edwin Ríos,LAD,32,83,8,13,17,0,0.048,0.217,0.395,0.216,0.25,0.301,0.645,0.385,0.397,143.0,0.1,4.7,-0.3,0.7,,,0
15,2020,Nick Madrigal,CHW,29,109,0,8,11,2,0.037,0.064,0.029,0.365,0.34,0.376,0.369,0.332,0.314,110.0,-2.4,-1.1,1.8,0.5,1.0,,1
16,2020,Nico Hoerner,CHC,48,126,0,19,13,3,0.095,0.19,0.037,0.279,0.222,0.312,0.259,0.265,0.297,63.0,-0.2,-6.1,5.5,0.5,1.0,,1
17,2020,Joshua Fuentes,COL,30,103,2,14,17,1,0.019,0.282,0.133,0.406,0.306,0.32,0.439,0.323,0.27,86.0,0.6,-1.2,2.2,0.5,,,0
18,2020,Anthony Bemboom,LAA,21,60,3,9,5,0,0.117,0.217,0.208,0.212,0.208,0.328,0.417,0.324,0.294,103.0,-1.1,-0.9,3.3,0.5,,,0
19,2020,Jacob Nottingham,MIL,20,54,4,8,13,0,0.093,0.37,0.271,0.208,0.188,0.278,0.458,0.313,0.3,94.0,0.3,-0.1,2.3,0.4,,,0
20,2020,Ryan Jeffers,MIN,26,62,3,5,7,0,0.081,0.306,0.164,0.364,0.273,0.355,0.436,0.346,0.349,122.0,-0.5,1.2,0.7,0.4,,,0
21,2020,Phillip Evans,PIT,11,45,1,6,9,0,0.111,0.156,0.128,0.419,0.359,0.444,0.487,0.409,0.331,157.0,-0.3,2.9,-0.9,0.4,,,0
22,2020,Leody Taveras,TEX,33,134,4,20,6,8,0.104,0.321,0.168,0.319,0.227,0.308,0.395,0.307,0.305,93.0,2.0,0.8,-1.8,0.4,1.0,,1
23,2020,Sam Huff,TEX,10,33,3,5,4,0,0.061,0.333,0.387,0.471,0.355,0.394,0.742,0.469,0.426,203.0,-0.1,4.1,-1.5,0.4,1.0,,0
24,2020,Austin Hays,BAL,33,134,4,20,9,2,0.06,0.187,0.115,0.316,0.279,0.328,0.393,0.315,0.292,96.0,-0.6,-1.3,1.3,0.4,1.0,,0
25,2020,Tyler Stephenson,CIN,8,20,2,4,6,0,0.1,0.45,0.353,0.5,0.294,0.4,0.647,0.437,0.324,169.0,0.0,1.7,0.5,0.3,1.0,,0
26,2020,Shogo Akiyama,CIN,54,183,0,16,9,7,0.137,0.186,0.052,0.314,0.245,0.357,0.297,0.304,0.315,81.0,0.3,-4.1,-1.1,0.3,,,0
27,2020,Rafael Marchán,PHI,3,9,1,3,3,0,0.111,0.222,0.375,0.6,0.5,0.556,0.875,0.592,0.494,277.0,0.0,2.0,0.5,0.3,,,0
28,2020,Tyrone Taylor,MIL,22,41,2,6,6,0,0.049,0.195,0.263,0.25,0.237,0.293,0.5,0.334,0.365,108.0,0.1,0.5,0.3,0.3,,,0
29,2020,Santiago Espinal,TOR,27,66,0,10,6,1,0.061,0.242,0.067,0.356,0.267,0.308,0.333,0.282,0.283,72.0,0.3,-2.0,2.8,0.3,,,0
30,2020,Chad Wallach,MIA,15,48,1,4,6,0,0.063,0.25,0.136,0.29,0.227,0.277,0.364,0.278,0.262,74.0,-0.3,-1.9,3.0,0.2,,,0
31,2020,Danny Mendick,CHW,33,114,3,11,6,0,0.053,0.219,0.14,0.288,0.243,0.281,0.383,0.285,0.257,78.0,-0.5,-3.6,0.9,0.2,,,0
32,2020,Jose Trevino,TEX,24,83,2,10,9,0,0.036,0.181,0.184,0.279,0.25,0.28,0.434,0.3,0.319,88.0,0.2,-1.0,0.0,0.2,,,0
33,2020,Joey Bart,SFG,33,111,0,15,7,0,0.027,0.369,0.087,0.387,0.233,0.288,0.32,0.271,0.248,68.0,-0.6,-5.1,2.8,0.2,1.0,1.0,1
34,2020,Sam Hilliard,COL,36,114,6,13,10,3,0.079,0.368,0.229,0.281,0.21,0.272,0.438,0.301,0.266,72.0,1.3,-2.8,0.3,0.2,,,0
35,2020,Ryan McBroom,KCR,36,85,6,8,10,0,0.047,0.353,0.259,0.311,0.247,0.282,0.506,0.33,0.3,106.0,-0.5,0.1,-2.2,0.2,,,0
36,2020,Jonathan Davis,TOR,13,34,1,4,6,1,0.088,0.324,0.185,0.375,0.259,0.364,0.444,0.35,0.35,118.0,0.2,1.0,-0.3,0.2,,,0
37,2020,Anderson Tejeda,TEX,23,77,3,7,8,4,0.026,0.39,0.2,0.381,0.253,0.273,0.453,0.306,0.252,92.0,0.5,-0.3,-1.1,0.1,,,0
38,2020,Wyatt Mathisen,ARI,9,33,2,5,5,0,0.152,0.364,0.222,0.308,0.222,0.364,0.444,0.355,0.332,120.0,0.0,0.8,-0.6,0.1,,,0
39,2020,Daulton Varsho,ARI,37,115,3,16,9,3,0.104,0.287,0.178,0.246,0.188,0.287,0.366,0.287,0.288,76.0,0.9,-2.7,-0.2,0.1,1.0,,0
40,2020,Luis Campusano,SDP,1,4,1,2,1,0,0.0,0.5,1.0,0.0,0.333,0.5,1.333,0.677,0.346,338.0,0.0,1.2,-0.1,0.1,1.0,,1
41,2020,Elliot Soto,LAA,3,7,0,2,0,0,0.143,0.143,0.167,0.4,0.333,0.429,0.5,0.403,0.261,157.0,0.0,0.5,0.5,0.1,,,0
42,2020,Jorge Oña,SDP,5,15,1,3,2,0,0.133,0.467,0.333,0.5,0.25,0.4,0.583,0.415,0.368,166.0,-0.2,1.1,-0.4,0.1,,,0
43,2020,Alejandro Kirk,TOR,9,25,1,4,3,0,0.04,0.16,0.208,0.421,0.375,0.4,0.583,0.418,0.344,165.0,-0.4,1.6,-1.2,0.1,,,0
44,2020,Sam Haggerty,SEA,13,54,1,7,6,4,0.074,0.296,0.14,0.364,0.26,0.315,0.4,0.311,0.311,101.0,1.0,1.0,-1.9,0.1,,,0
45,2020,Chadwick Tromp,SFG,24,64,4,11,10,0,0.016,0.313,0.213,0.231,0.213,0.219,0.426,0.264,0.235,64.0,-0.2,-3.1,1.8,0.1,,,0
46,2020,Yu Chang,CLE,10,13,0,1,1,0,0.154,0.308,0.0,0.286,0.182,0.308,0.182,0.243,0.273,49.0,0.0,-0.8,1.2,0.1,,,0
47,2020,Travis Blankenhorn,MIN,1,4,0,0,0,0,0.0,0.0,0.333,0.333,0.333,0.5,0.667,0.492,0.437,221.0,0.0,0.6,0.0,0.1,,,0
48,2020,Brian Navarreto,MIA,2,5,0,0,0,0,0.0,0.2,0.0,0.5,0.4,0.4,0.4,0.353,0.351,123.0,-0.2,-0.1,0.6,0.1,,,0
49,2020,Yoshi Tsutsugo,TBR,51,185,8,27,24,0,0.141,0.27,0.197,0.23,0.197,0.314,0.395,0.309,0.325,99.0,-0.6,-0.8,-3.6,0.1,,,0
50,2020,Tyler Heineman,SFG,15,50,0,3,1,1,0.08,0.12,0.024,0.222,0.19,0.292,0.214,0.243,0.27,50.0,0.0,-3.2,2.0,0.1,,,0
51,2020,Brent Rooker,MIN,7,21,1,4,5,0,0.0,0.238,0.263,0.385,0.316,0.381,0.579,0.408,0.395,163.0,0.4,2.1,-2.5,0.0,,,0
52,2020,William Contreras,ATL,4,10,0,0,1,0,0.0,0.4,0.1,0.667,0.4,0.4,0.5,0.389,0.339,142.0,0.0,0.5,-0.3,0.0,,,0
53,2020,Keibert Ruiz,LAD,2,8,1,1,1,0,0.0,0.375,0.375,0.25,0.25,0.25,0.625,0.358,0.346,126.0,0.0,0.2,-0.1,0.0,1.0,,1
